 	ha	pensato	che	il	ladro	è	entrato	dalla	finestra	</S>
a31	0.04723791	0.31993625	0.020066127	0.06367908	0.04017888	0.00048758517	0.2612563	0.0056495746	0.23166332	0.009844998
a28	0.011864847	0.046923503	0.051736414	0.03598592	0.7831266	0.0016017917	0.00016612801	0.039373815	0.02919153	2.9315588e-05
a31	0.0269217	0.013386838	0.31462672	0.044144575	0.5976247	0.0032372253	5.563219e-06	2.1818441e-06	4.9928076e-05	5.714251e-07
a17	0.0051720114	0.012642298	0.18800741	0.74098796	0.041444767	0.0014738335	0.0007530864	0.0051043853	0.004342695	7.165809e-05
a31	0.03790523	0.016837545	0.18058866	0.10410398	0.6518037	0.008702065	5.826904e-07	1.3084741e-06	5.649213e-05	4.3877154e-07
a20	0.013069265	0.047192805	0.032059796	0.29237682	0.6073637	0.00061641954	0.0021283731	0.0040413253	0.0011358756	1.5712752e-05
a31	0.0019172654	0.002059175	0.0018436166	0.015521826	0.97344685	0.005202843	1.5156e-07	5.6336758e-06	2.500856e-06	5.034049e-08
a20	0.0064316057	0.024278821	0.05635959	0.036068067	0.8325145	0.0038406283	0.00012678697	0.0011629357	0.039214116	2.925221e-06
a35	0.005085056	0.013633571	0.045618676	0.050792836	0.6191187	0.2577277	6.2904433e-06	0.0076939533	0.00031454305	8.640917e-06
a36	0.020875813	0.16254492	0.24251965	0.1250681	0.1752336	0.17846924	0.00012618817	0.060314417	0.033792183	0.0010558616
a31	0.04103396	0.042403627	0.028585859	0.011055888	0.0048934813	0.07324157	0.055866264	0.22121008	0.3140858	0.20762348
a20	0.012132358	0.34268913	0.27626488	0.22076079	0.041674152	0.003957247	0.002977911	0.03545515	0.062963754	0.0011246876
a17	0.03428386	0.16292028	0.17990306	0.075212374	0.32601932	0.1874606	7.577313e-05	0.028932907	0.0049109	0.00028086494
a28	0.048953466	0.28438875	0.1850448	0.06855276	0.10846198	0.25122485	0.00026178337	0.031041523	0.021113181	0.000956843
a31	0.03782749	0.28323394	0.2557076	0.043695543	0.1947699	0.18071085	2.0929898e-05	0.0020351643	0.0018700794	0.00012853529
a24	0.011822898	0.18459956	0.24340945	0.07309552	0.43212765	0.05046717	1.5368507e-05	0.0004674156	0.0039360025	5.9033136e-05
a31	0.024165621	0.14818844	0.24258031	0.033476174	0.20316182	0.34153038	2.1406264e-05	0.006345168	0.00040948542	0.00012108879
a15	0.038382977	0.67090625	0.2362889	0.01070105	0.023711946	0.01624373	8.442439e-06	5.9304853e-05	0.0036003455	9.7086886e-05
a31	0.111984335	0.34311315	0.21175541	0.01028886	0.033872917	0.24816492	0.0023573535	0.02694724	0.0032749374	0.0082409745
a46	0.04994648	0.7854624	0.14406596	0.0032492704	0.0042122295	0.007177831	6.7005462e-06	1.4698731e-05	0.0057212114	0.00014316225
a41	0.03915669	0.08617954	0.066007845	0.0104467785	0.004150064	0.031491887	0.036662247	0.16497488	0.10562116	0.45530882
</S>	0.01021415	0.16736266	0.049182408	0.016157256	0.0032357008	0.00616501	0.023009278	0.014153996	0.049255542	0.661264
