 	mi	si	gonfiò	il	dito	</S>
a41	0.9114016	0.023503538	4.6002376e-07	0.06379058	0.0005429632	0.0007609357
a20	0.93154836	0.03999519	6.121466e-09	0.022111846	0.0063238745	2.0663152e-05
a39	0.16468075	0.7201948	3.3236563e-05	0.11495056	0.00012866376	1.19519445e-05
a31	0.22001359	0.024842538	1.9729805e-07	0.25857902	0.49284488	0.003719787
a37	0.42031318	0.1789534	4.8250666e-07	0.3970571	0.002860788	0.00081499957
a21	0.18840466	0.77760005	6.3786146e-08	0.02160254	0.011037658	0.0013550906
a38	0.14429198	0.8253856	6.162415e-07	0.019972302	0.009831081	0.0005184436
a18	0.15323456	0.72713184	7.9345096e-05	0.03491208	0.08348406	0.0011581603
a46	0.12429001	0.8414653	6.9243674e-06	0.012425571	0.02146817	0.00034409217
a31	0.101784594	0.23397097	0.019072562	0.051505435	0.59005857	0.0036078433
a20	0.1867467	0.7842855	2.9878454e-06	0.028277986	0.00025197497	0.0004349523
a46	0.22400998	0.47636032	0.032693602	0.05060229	0.21358067	0.0027531348
a31	0.16766752	0.46008897	0.040190443	0.029707098	0.2977033	0.004642696
a8	0.14555627	0.8518985	3.8583403e-07	0.0003507273	0.00029375	0.001900237
a31	0.14876649	0.26256588	0.23426089	0.04312605	0.29335827	0.01792245
</S>	0.5863474	0.41025928	2.5616337e-06	0.00010151996	0.0005333008	0.0027559523
