 	mia	mamma	e	mio	padre	non	andarono	mai	in	Grecia	</S>
a46	5.2496198e-05	0.96312135	0.010409614	0.007084021	0.0021043075	0.00023786792	0.0038933184	0.0007375284	0.003276427	0.008963705	0.000119388016
a31	1.9309005e-06	0.0036909108	0.0038929065	0.0023225043	0.0027769285	0.0009197104	0.004259178	0.00030637547	0.001564642	0.98016363	0.00010129162
a17	2.2245247e-08	0.000653919	0.00066938094	0.0007113193	0.021673243	0.00283019	0.72451824	0.0072378344	0.0011325112	0.24056444	8.960605e-06
a41	6.446882e-06	0.009425043	0.00017381078	0.00022258803	0.0054349187	0.00014851902	0.16173565	0.00083437056	0.0001782893	0.8218396	8.30824e-07
a31	6.013007e-07	0.0012452074	0.00018462625	0.00020277826	0.004422397	0.00011056303	0.091873296	0.0002821014	6.657234e-05	0.9016116	2.7728066e-07
a38	3.2943194e-07	0.050631452	0.001167278	0.0013112426	0.008800299	0.00093820796	0.90542376	0.015535427	0.0016725797	0.014518507	8.583356e-07
a31	4.0760162e-05	0.00016828414	0.0020564552	0.0044071027	0.045732554	0.0081039695	0.26908234	0.004724978	0.0032648926	0.6624153	3.2187363e-06
a17	7.790495e-09	0.047365405	0.0027933025	0.006497792	0.015081389	0.00071887794	0.9160525	0.0014200105	0.0035276574	0.00654289	1.934612e-07
a31	0.00013173088	8.387502e-05	0.0026987323	0.0077688247	0.04358394	0.046836965	0.1050645	0.068936534	0.006639042	0.71823585	2.0038106e-05
a39	8.758302e-08	0.039552923	0.0035059548	0.007662465	0.031655747	0.008553047	0.55135536	0.032041445	0.025246209	0.30040303	2.3821887e-05
a35	0.00017724454	0.00010343464	0.0010627778	0.0018791705	0.013027382	0.037508048	0.028631559	0.0886476	0.0061664744	0.8227575	3.879676e-05
a31	7.97559e-06	0.0024824436	0.0019624312	0.0025242767	0.0067270407	0.0038368343	0.004052035	0.0024845703	0.0020078782	0.97385603	5.8503927e-05
a46	7.9681166e-07	0.0013393381	0.014531603	0.021531638	0.09720298	0.01434785	0.2867473	0.031154342	0.004233825	0.5287601	0.00015033952
a38	0.0005390701	0.0015611555	0.0016856781	0.003225708	0.012513112	0.016305558	0.0015889707	0.0048082666	0.0006657256	0.9570847	2.2010194e-05
a13	0.0010204852	0.16293325	0.18635172	0.16892524	0.17603545	0.044537026	0.0052974755	0.01700789	0.0025873673	0.23391932	0.0013847845
a11	0.0004795225	0.029204959	0.29402456	0.23569663	0.25162193	0.07130903	0.012503005	0.022620505	0.0038403054	0.07325508	0.0054444494
a13	0.0011461558	0.04388081	0.19814758	0.18334275	0.2296479	0.13402557	0.015922613	0.06917769	0.007051169	0.108822785	0.008835012
a31	0.007523677	0.029568296	0.17020647	0.18284614	0.16614136	0.2675682	0.0039715166	0.07100958	0.006504517	0.03390818	0.060752083
a49	0.0001860468	0.02201594	0.063563645	0.09259749	0.20919262	0.24254206	0.015758524	0.10428027	0.005740937	0.20799494	0.036127534
a13	0.008380028	0.0064530396	0.014725991	0.0225178	0.14749713	0.41790164	0.0053468477	0.07108556	0.018638747	0.21898887	0.068464346
a20	0.028818661	0.03193105	0.03127189	0.046367247	0.05456071	0.21463558	0.0005038152	0.01600623	0.002993212	0.03596998	0.5369416
a31	0.03940301	0.024517277	0.039679658	0.0694754	0.116214365	0.31999576	0.0021699818	0.05723552	0.01137073	0.038671024	0.2812673
a8	0.006309033	0.07185571	0.032580193	0.040333763	0.065774634	0.38765007	0.005722991	0.07235236	0.0068210238	0.14437354	0.16622667
a31	0.026857313	0.015997138	0.0072609694	0.01285039	0.04802962	0.08165443	0.0027951514	0.01775883	0.023180025	0.30297396	0.46064222
a45	0.012117257	0.16271393	0.019717356	0.022243522	0.047140956	0.17769846	0.005448555	0.020510433	0.005346591	0.18771648	0.3393464
a31	0.00455109	0.05662254	0.02141992	0.030957967	0.045933615	0.028129205	0.003412375	0.0044573597	0.010906918	0.16408165	0.62952733
</S>	0.03888344	0.19829726	0.006402451	0.0074991207	0.0134586245	0.15534347	0.0031849702	0.020988284	0.009164562	0.14145671	0.40532112
