 	tutto	il	cibo	vuole	girato	</S>
a31	0.242988	0.042447835	0.018935315	0.00012006428	0.6922708	0.0032379772
a8	0.024685737	0.0010217101	0.7484647	9.1304955e-06	0.22574653	7.2268915e-05
a31	0.0010380438	0.06319941	0.13276999	0.0005099949	0.7965784	0.0059041153
a29	0.0057224906	0.006545478	0.97455287	0.009348424	0.0036813242	0.00014940013
a20	0.012663528	0.004742539	0.9573129	6.4927003e-06	0.025046118	0.00022848892
a39	0.0012419844	0.004768777	0.22285132	1.32676905e-05	0.76801026	0.0031144335
a31	0.0034577819	0.0020430917	0.39233992	1.00659e-05	0.60084605	0.0013030139
a0	0.049645867	0.0010264984	0.36876106	0.00011546973	0.57485634	0.005594775
a31	0.06971195	0.26190883	0.59167403	0.01984325	0.04556336	0.011298544
a24	0.074175656	0.0049137077	0.41306907	0.0003730927	0.4926823	0.014786143
a36	0.2774935	0.45222217	0.22787604	0.015249003	0.016895708	0.010263529
a11	0.033410106	0.11888776	0.087377034	0.4551569	0.15794487	0.14722334
a17	0.20912544	0.18098657	0.5179086	0.002262647	0.0705359	0.019180855
a31	0.15908827	0.3643946	0.035727005	0.3756896	0.011036433	0.054064073
a6	0.4355043	0.16476434	0.10427977	0.0020777974	0.23684275	0.05653094
a31	0.038353562	0.18838307	0.032411456	0.6889681	0.011002006	0.040881786
a24	0.3230521	0.32651183	0.046359267	0.0017018113	0.21163239	0.09074263
a6	0.03764833	0.7390754	0.0068345866	0.18612066	0.0026147703	0.027706197
a31	0.12713563	0.49380994	0.01048751	0.30530038	0.0013177767	0.061948787
a46	0.3044358	0.23024157	0.017366	0.015671337	0.20910425	0.22318104
a39	0.028485624	0.5770415	0.028054234	0.17235921	0.016442623	0.17761675
a31	0.10694728	0.34121	0.0017467642	0.1142418	0.011929104	0.4239251
a41	0.15699844	0.2193033	0.0071103447	0.014095104	0.19411343	0.40837938
a8	0.051540174	0.6018927	0.0014304318	0.28690416	0.0014045781	0.056827903
</S>	0.10567873	0.5207578	0.021927346	0.17789263	0.00519426	0.16854922
