 	non	mi	aspetti	non	vengo	</S>
a33	0.0006286418	0.7608951	0.099432066	0.13798131	0.00054869824	0.0005141631
a31	8.079115e-05	0.06063644	0.028293375	0.017530259	0.88514435	0.0083147725
a37	0.00022247576	0.00027347507	0.9802541	0.0005489359	0.018671483	2.9434836e-05
a35	0.00015990467	0.0007461803	0.99184483	0.00037459467	0.0068739387	5.385314e-07
a31	7.347481e-05	0.0004817238	0.4663193	0.00041084032	0.5325608	0.00015380645
a7	2.7093647e-06	0.00022527024	0.99902177	0.0006598141	8.93625e-05	1.1715902e-06
a18	0.0014368957	0.00019499418	0.07040182	0.0017787021	0.9260603	0.00012730839
a24	0.0027653773	0.0060828035	0.18226688	0.013857778	0.78970385	0.005323363
a31	0.005591812	0.006622019	0.12994364	0.0023510626	0.85360146	0.0018900796
a20	0.0004969743	0.043119133	0.7509504	0.19903067	0.0061916285	0.00021118607
a8	0.0037117195	0.009474028	0.009942473	0.0018323946	0.9683496	0.0066897217
a31	0.00057311106	0.0046293787	0.0034178188	0.0008608418	0.90761757	0.08290131
</S>	0.0016198048	0.0079015745	0.011142793	0.00285003	0.9753449	0.0011407956
