 	se	si	era	vestito	la	figlia	l	avessi	portata	alla	chiesa	</S>
a31	0.061745137	0.06724072	0.39139616	3.3527747e-06	0.002485626	0.008817794	8.106913e-06	1.3768089e-05	0.0027900212	5.858135e-05	0.463232	0.002208714
a20	0.1537985	0.007886484	0.31646192	3.2146395e-06	0.007271668	0.04429131	3.657372e-07	5.0541723e-07	0.4675822	1.1730012e-05	0.0026733973	1.8643885e-05
a37	0.008800747	0.002041587	0.012758788	6.345478e-05	0.0014881729	0.0022301741	3.2946411e-07	3.1015e-07	0.97198987	3.6228823e-07	0.00062546274	7.470699e-07
a24	0.0020612767	0.00033371526	0.003348569	2.9934547e-05	0.0033908028	0.008154619	1.5306379e-06	2.0799193e-06	0.9821369	8.871639e-07	0.0005352187	4.401123e-06
a31	0.0035073918	0.0013894531	0.029091986	1.077225e-05	0.03985398	0.37710318	1.2629715e-06	1.1820688e-06	0.54895616	2.1476844e-06	8.011118e-05	2.39867e-06
a39	0.0046318513	0.00065209775	0.25086156	8.434495e-08	0.018528968	0.6058133	1.351009e-06	3.2215564e-06	0.116888195	7.2805437e-06	0.0026058513	6.2114536e-06
a31	0.004003721	0.011156913	0.014136152	0.00020408345	0.06563651	0.6378917	5.3949192e-05	1.995968e-05	0.26623642	0.0006552758	2.975903e-06	2.3370205e-06
a24	0.0035730666	0.0018282833	0.05077634	4.3208425e-07	0.0091923	0.1452747	7.0108686e-06	5.231025e-06	0.77928424	0.00010434042	0.009913994	4.014216e-05
a31	0.03050864	0.073624454	0.01776384	0.0011730946	0.13064046	0.32299072	0.00021736136	5.5487093e-05	0.42134976	0.0016561643	4.4046055e-06	1.5610949e-05
a28	0.005887737	0.0071777105	0.087792434	1.5130054e-06	0.019970458	0.14985968	1.3966208e-05	9.989017e-06	0.7103776	0.00024088724	0.018553467	0.000114462244
a24	0.042146455	0.1065958	0.018081672	0.0021692016	0.1575627	0.28733233	0.00039869672	9.598346e-05	0.3831864	0.0023935803	6.0655025e-06	3.106937e-05
a8	0.085738085	0.111492194	0.009166534	0.0008193407	0.07486509	0.103012554	0.0003919829	8.765092e-05	0.6117994	0.0026109365	3.2097564e-06	1.2947055e-05
a31	0.0318913	0.13190791	0.29067382	0.03377266	0.05809987	0.048858393	0.070823714	0.026753021	0.085146815	0.21625361	0.0017689118	0.004049966
a46	0.31586507	0.5723564	0.07746284	4.2529853e-05	0.009031606	0.0071985233	1.7497281e-05	1.1381524e-06	0.013292489	0.00013939882	0.0035322602	0.0010602962
a8	0.09457505	0.1515644	0.12753683	0.16576722	0.105635926	0.031203724	0.087879516	0.012255187	0.065640785	0.08576445	0.029946044	0.042230945
a28	0.056013603	0.4369411	0.31871936	0.031024892	0.016749095	0.003063402	0.010072528	0.0017713301	0.0021580288	0.0045463527	0.068893276	0.050046977
a31	0.25409406	0.6280575	0.04865366	0.02569772	0.014610661	0.0030317989	0.0003493988	2.1485423e-05	0.0032158778	0.00026734028	0.016210904	0.005789519
a39	0.34542346	0.5362567	0.051859446	5.6676727e-05	0.026052617	0.012863483	0.0002499736	4.2696734e-05	0.016408639	0.0012567921	0.005352327	0.004177247
a33	0.17374478	0.30089593	0.13505252	0.13523376	0.096203364	0.03451075	0.015954591	0.0018861134	0.08637641	0.013670078	0.0029437	0.0035280616
a31	0.088374205	0.51878524	0.2997631	0.017747944	0.018536454	0.002243852	0.008713544	0.0017754004	0.0013615122	0.00335993	0.018002732	0.021336148
a24	0.2113059	0.43107578	0.085815504	0.0027835355	0.08441169	0.018376084	0.010617868	0.0011107738	0.02502114	0.026969561	0.045985993	0.056526132
a37	0.20138659	0.52967364	0.05391192	0.061903525	0.0676413	0.015660178	0.020219361	0.0025762387	0.03182957	0.013898303	0.00017194483	0.0011275025
a14	0.1275551	0.8107	0.023487292	0.006908844	0.010033948	0.0009084939	0.013116573	0.0016761168	0.000988808	0.004324972	2.363895e-05	0.00027623266
a20	0.117658444	0.8152677	0.0317705	0.005151385	0.011664741	0.0013224831	0.010027504	0.0014669717	0.0020762326	0.0034538815	1.4885546e-05	0.00012517907
a28	0.115871	0.45319492	0.06847778	0.051954806	0.039553504	0.00563205	0.15911129	0.0357041	0.013279614	0.05556592	0.00016386378	0.0014911467
a5	0.25358018	0.7099146	0.009188747	0.0043127164	0.011136011	0.00080788205	0.0058585834	0.0006534148	0.00047025832	0.0025243885	0.00014455238	0.0014086496
a17	0.1740601	0.7132113	0.009902345	0.024509713	0.014693993	0.000772039	0.04603545	0.006463082	0.0010451159	0.009127793	1.0523388e-05	0.0001685289
a21	0.14240097	0.6961686	0.014766539	0.036353063	0.01405744	0.00083611876	0.06932001	0.009103923	0.001176635	0.015123553	2.3798993e-05	0.0006693848
a8	0.16517532	0.6850346	0.03265668	0.024693072	0.018047068	0.0016792625	0.04127912	0.006262266	0.0016515772	0.014530686	0.0006272654	0.008363204
a31	0.112171315	0.56983304	0.17132725	0.014837074	0.01577314	0.0019216886	0.0077098478	0.0014036136	0.00090085727	0.0036929653	0.034377366	0.06605177
a20	0.2958401	0.43127596	0.013453697	0.011856066	0.034508526	0.0034178607	0.01771483	0.0021804837	0.0032164592	0.034571603	0.04564924	0.10631523
a3	0.16729695	0.5223826	0.012070255	0.15837002	0.022582183	0.0027834538	0.06405947	0.0045310184	0.0043049473	0.02258152	0.00073464366	0.018302888
a20	0.2783805	0.68952787	0.004201675	0.005318262	0.006875294	0.000303245	0.008122532	0.00079995324	0.00012486795	0.003189909	0.00045840142	0.0026973602
a10	0.15800506	0.59059155	0.013902353	0.04949212	0.021406246	0.0014822787	0.117587455	0.018187467	0.0025689395	0.025804617	3.2997003e-05	0.00093890814
a31	0.29015195	0.6646364	0.0030861276	0.011063553	0.009404948	0.00036311403	0.015077116	0.0017461699	0.0001922824	0.003603709	4.4568962e-05	0.00063004147
a20	0.35730168	0.6267789	0.010991755	4.0341303e-05	0.0014269256	0.00022386598	8.2789426e-05	7.64728e-06	0.00027459176	0.0002580043	0.0012869643	0.0013266124
a7	0.112070456	0.41048998	0.032069054	0.31320667	0.027181169	0.004810998	0.033998773	0.0022141822	0.007529941	0.01939771	0.0019163758	0.035114683
a11	0.38031006	0.58542913	0.0106834	0.0008084316	0.004518697	0.00026933165	0.00096650585	0.00010158403	9.086797e-05	0.0011843367	0.0059347353	0.009702891
a18	0.1457305	0.6888108	0.010452503	0.07074133	0.015923193	0.0012728504	0.04601235	0.0034420067	0.002501583	0.014157957	3.726235e-05	0.00091765047
a27	0.12776572	0.7523858	0.010441369	0.05694837	0.0109343035	0.00059135514	0.027095271	0.0039295508	0.00039698734	0.006585145	6.172417e-05	0.002864405
a31	0.22277981	0.75551814	0.002425961	0.005800962	0.0038732283	0.00022728217	0.0027629617	0.00018400974	7.8285615e-05	0.0017181291	0.00035365904	0.0042774472
a39	0.33228388	0.6276043	0.019127382	8.173162e-05	0.0044893404	0.000793354	0.00022594302	2.6199039e-05	0.0009139717	0.0009551937	0.0057331794	0.007765533
a31	0.12671115	0.437394	0.015521269	0.30959743	0.024939196	0.004111527	0.02919724	0.0015877682	0.0064606275	0.018037684	0.00087736535	0.025564697
a24	0.4221128	0.5450568	0.014926582	9.534703e-05	0.0015129596	0.00030091003	3.417481e-05	5.5492915e-06	0.00018922234	0.00021547053	0.007904871	0.0076453434
a28	0.1684216	0.59172875	0.006724995	0.20314762	0.012291126	0.0021914602	0.0013813961	6.173529e-05	0.0023965847	0.0015322482	0.00066219835	0.009460295
a21	0.297076	0.67338234	0.010910869	0.0071836454	0.0019563043	0.00010274955	0.005243129	0.00050512	5.2350722e-05	0.0012494612	0.0010802728	0.0012577396
a31	0.10164407	0.47897965	0.014570255	0.14192165	0.020004785	0.0015281474	0.18071178	0.021006247	0.0037659844	0.03507692	1.2316051e-05	0.0007781939
a39	0.5214148	0.463526	0.0076005603	8.546827e-05	0.0018617504	0.00015616335	0.00022272949	1.7901664e-05	0.00013237458	0.00036604036	0.0026305113	0.0019856899
</S>	0.12000363	0.5276504	0.014543192	0.2690983	0.017919842	0.0034633605	0.009631683	0.00044234536	0.0049028727	0.009143878	0.0009182328	0.022282181
