 	ho	scritto	una	lettera	al	mio	fratello	</S>
a46	2.7808943e-05	0.9527403	0.04072874	7.8894846e-10	2.2941776e-05	0.0024759604	0.0036936272	0.00031063097
a31	0.0002158642	0.0567156	0.062712565	1.0846737e-06	0.0039262264	0.46391174	0.40996164	0.0025553047
a13	0.0018048814	0.000994625	0.9957009	4.3361397e-05	2.4684065e-05	0.0013440314	8.678497e-05	7.4477595e-07
a20	6.395323e-05	8.769618e-05	0.999848	7.9363116e-10	4.729527e-09	9.353267e-08	9.269388e-08	1.495171e-09
a15	0.00051859964	0.00014868412	0.99416333	8.151787e-09	1.3887978e-06	0.00026884524	0.004869772	2.940361e-05
a20	0.00029378277	0.0013472397	0.9975782	7.579525e-09	2.1174235e-07	0.00049617776	0.00028317145	1.2326306e-06
a31	0.00930982	0.0034463864	0.9834532	1.3226326e-06	1.5316176e-05	0.0015257688	0.0022358603	1.239215e-05
a39	0.00010171077	0.028796075	0.969275	2.4969784e-09	2.1994701e-08	0.0016597433	0.00016472393	2.6992768e-06
a31	0.07384243	0.27619234	0.54110616	0.003883678	0.0065248543	0.056377914	0.039954122	0.00211849
a20	0.00018924462	0.21067919	0.7889673	1.7929684e-09	1.21114e-08	0.000121616904	4.04783e-05	2.223898e-06
a31	0.15618044	0.48351288	0.12907374	0.038027734	0.03186395	0.11351605	0.044671215	0.0031539297
a7	0.00019200445	0.4124466	0.5872785	1.754071e-09	6.0611356e-09	3.4663837e-05	4.3124994e-05	5.155775e-06
a46	0.3052126	0.46662194	0.11517221	0.02252477	0.01983459	0.049271915	0.01850649	0.0028554997
a39	0.009535524	0.90948355	0.023357296	0.004883557	0.02172536	0.0043741823	0.024252892	0.0023877101
a31	0.00307764	0.53157	0.46413222	2.2836912e-07	3.864135e-07	1.8194052e-05	0.0011759535	2.530259e-05
a46	0.00035613275	0.8390938	0.16011852	1.0746858e-08	1.983039e-08	5.8844557e-06	0.00033649948	8.910878e-05
a0	0.1829564	0.45920625	0.06394683	0.17831787	0.038698215	0.036338694	0.034606885	0.0059288344
a27	0.008265747	0.962548	0.021787155	1.09211005e-05	2.8195924e-05	7.8013836e-05	0.006044887	0.0012370049
a20	0.27430996	0.7030575	0.0077660857	0.0034472824	0.0005461511	0.0006476004	0.0044381744	0.005787166
a0	0.09942106	0.84031075	0.009376897	0.01768729	0.013351205	0.0015460743	0.014777583	0.003529082
a14	0.1010348	0.8686269	0.015236765	0.00299262	0.0021773705	0.00050966465	0.007951649	0.0014702333
a0	0.1641129	0.8291621	0.003465261	0.00043560233	0.0002066422	5.2404022e-05	0.0013124717	0.0012526206
a46	0.2627876	0.6503412	0.010204511	0.041521765	0.01901967	0.0018385563	0.011987875	0.0022988357
a20	0.03461139	0.8544738	0.047778565	0.033627	0.016924404	0.000984296	0.009134732	0.0024657848
</S>	0.056283377	0.8521128	0.008036676	0.0036311902	0.0056282505	0.0011716596	0.03320858	0.039927423
