 	Marika	è	che	si	sposa	domani	</S>
a27	0.1743822	0.16877288	0.4093059	0.17817073	0.06465354	2.8288682e-06	0.0047119777
a37	0.77490526	0.111307435	0.068815865	0.0064624622	0.03849607	3.3331605e-06	9.629151e-06
a31	0.0226684	0.010128573	0.44645727	0.51457113	0.0061721187	1.6091138e-06	9.0528545e-07
a11	0.009763263	0.0034188642	0.40065566	0.5062396	0.07991253	1.06243675e-07	1.0040156e-05
a31	0.07439902	0.009433127	0.013160767	0.02430371	0.8786916	1.0957378e-05	7.7009435e-07
a37	0.008474077	0.0004354979	0.056117117	0.021626495	0.91333836	8.9701297e-07	7.6514525e-06
a31	0.023780776	0.02565363	0.011834672	0.014524646	0.9234233	0.0007706919	1.23196605e-05
a6	0.01770616	0.011928157	0.6521782	0.09459057	0.22249156	0.0007111106	0.0003941968
a20	0.047272235	0.49315912	0.12157706	0.08321436	0.06386726	0.17155962	0.019350365
a31	0.049468	0.38254645	0.23094755	0.053528674	0.0027877598	0.25694823	0.023773368
a20	0.007950769	0.10102262	0.8134575	0.075427026	0.0007748918	0.0007432604	0.00062388775
a31	0.098775595	0.6483594	0.11998078	0.039535604	0.018465403	0.06972319	0.0051600155
a0	0.16560264	0.25810447	0.47240272	0.03978331	0.013784728	0.042977694	0.007344586
a20	0.08178193	0.78369975	0.05786952	0.008320392	0.0014148273	0.064294115	0.002619456
a31	0.047879092	0.2874709	0.09445563	0.011836774	0.0003464276	0.50170344	0.05630768
</S>	0.09536529	0.27161103	0.103465386	0.00494265	0.00033577564	0.50329834	0.020981528
