 	non	ha	che	li	aspettiamo	</S>
a46	0.022244979	0.9364283	0.036546044	5.064801e-05	0.0010540223	0.0036759838
a31	0.013311515	0.10190032	0.0015917293	0.0024253724	0.87098634	0.009784697
a15	0.025512217	0.009601668	0.0056779957	0.012306098	0.9468535	4.848735e-05
a31	0.018214723	0.049372017	0.20918728	0.0015574589	0.7216681	4.065682e-07
a28	0.08266447	0.2543422	0.6293893	0.009208594	0.024335789	5.961296e-05
a20	0.1184544	0.057586495	0.46727163	0.013520326	0.34316573	1.4705392e-06
a11	0.0024675457	0.0012489752	0.007834062	0.0054262294	0.98302025	2.9816e-06
a31	0.003001244	0.003192551	0.008593683	0.00063559395	0.98457515	1.7870378e-06
a11	0.005681469	0.061073236	0.06843367	0.0038165813	0.8609589	3.612698e-05
a31	0.04357423	0.16156952	0.02796994	0.069588736	0.6900664	0.0072311847
a46	0.0020156987	0.037722576	0.022958022	0.006413573	0.9308079	8.226313e-05
a31	0.02172628	0.024889149	0.0010351021	0.0077780276	0.91482097	0.029750515
a11	0.0018718855	0.012767763	0.012207729	0.013762966	0.95916295	0.00022676778
a31	0.11017056	0.091682196	0.001189061	0.027343573	0.76679945	0.00281524
a11	0.009634488	0.11015266	0.006538986	0.013889575	0.85683805	0.0029462432
a46	0.18742561	0.11358069	0.0010598691	0.035785273	0.6591143	0.0030342338
</S>	0.3124154	0.33638307	0.016433302	0.14186707	0.16864106	0.024260052
