 	non	aveva	da	stare	</S>
a37	0.62185645	0.00023690551	0.21349172	0.14032423	0.024090651
a38	0.8792411	5.6920476e-06	0.005034315	0.1131803	0.0025387004
a24	0.9986211	2.2931818e-05	7.14295e-05	0.0012249119	5.9598715e-05
a8	0.022719536	2.572724e-06	0.00018977605	0.9572282	0.019859914
a17	0.45577228	0.10200945	0.017813085	0.37524515	0.049159944
a31	0.19389826	0.031623285	0.082793415	0.5918689	0.09981616
a20	0.9833308	1.4025636e-05	0.0009865878	0.011765662	0.0039028584
a8	0.28470397	0.19051825	0.17538497	0.2764214	0.07297146
a31	0.043047264	0.08787648	0.12542576	0.6311823	0.11246818
a20	0.9702524	0.0049173273	0.020663854	0.0032726177	0.0008938911
a31	0.30331594	0.19317348	0.2056688	0.22718701	0.07065481
a8	0.78437257	0.00068043655	0.026410459	0.16363056	0.02490605
a31	0.22737214	0.56218785	0.11813395	0.045053948	0.04725221
</S>	0.8847052	0.0007225051	0.002160933	0.035930663	0.0764806
