 	mia	figlia	vuole	andare	</S>
a46	0.0023010196	0.9832517	0.0045316597	0.009345149	0.0005704537
a31	0.00052106625	0.019929351	0.04367493	0.11529036	0.82058424
a7	2.999508e-06	0.07698884	0.004114615	0.9148412	0.0040523456
a20	1.1384551e-05	0.99143267	0.00018986723	0.008366187	5.0268298e-08
a31	3.93201e-05	0.29069936	0.008528982	0.6878508	0.012881508
a46	9.0926505e-06	0.5030112	0.001911137	0.48091915	0.014149295
a31	0.00031272037	0.0017762815	0.009171972	0.014666222	0.9740728
a46	1.27021185e-05	0.5589743	0.0011374336	0.43340197	0.0064735264
a31	0.007407361	0.031140298	0.1268279	0.10368836	0.73093605
a11	3.4924644e-05	0.7482906	0.0023911113	0.24042256	0.0088606905
a3	0.0721683	0.05236419	0.71180433	0.042486936	0.12117636
a31	0.06703181	0.5196838	0.28448406	0.12324317	0.005557201
a27	0.0011679133	0.5229425	0.02541875	0.4072941	0.043176696
a0	0.40378353	0.0060548345	0.5620126	0.012201658	0.015947398
</S>	0.65115374	0.058045335	0.24900651	0.037050422	0.0047439714
