 	se	vieni	a	casa	ogni	sabato	</S>
a23	0.12540011	0.1567801	0.66314566	0.0033719686	1.8164894e-06	0.049724303	0.001576105
a31	0.0136335585	0.01756873	0.030149	0.022821585	6.545914e-05	0.9121185	0.0036432617
a11	0.42273197	0.079832084	0.09251565	0.22765198	0.0006016139	0.17656475	0.00010190643
a21	0.11642017	0.017470513	0.85275966	0.013202511	1.6102695e-06	0.0001454731	5.2993318e-08
a31	0.028495042	0.00060783635	0.08808731	0.8715141	2.4383796e-06	0.011245471	4.786664e-05
a20	0.14857833	0.010450407	0.7600111	0.05173694	3.3633452e-07	0.029184034	3.888663e-05
a31	0.04751876	0.014767804	0.07481128	0.8301173	3.98867e-05	0.031954106	0.0007908545
a10	0.07318657	0.012357713	0.8026324	0.02430498	5.140835e-07	0.08739982	0.000118035234
a31	0.24718939	0.16717128	0.07263179	0.4968173	0.001928581	0.012853008	0.0014085767
a21	0.017592177	0.01904818	0.86869663	0.034726404	2.2645822e-06	0.059701186	0.00023324671
a11	0.125037	0.66255045	0.036584668	0.12740134	0.025435256	0.019124126	0.0038672085
a3	0.6038881	0.17886056	0.035602175	0.17008816	0.0009476345	0.007946529	0.0026668594
a33	0.18841054	0.75668037	0.008325318	0.023377987	0.01860865	0.0022804693	0.0023166444
</S>	0.101578355	0.287332	0.05116223	0.041912377	0.44794813	0.03892041	0.031146478
