 	io	non	sono	ancora	pronta	bisogna	venire	alle	sette	</S>
a8	0.7582894	0.0204159	0.01386234	0.007493367	0.0042464295	0.14762256	0.0060351626	0.00029910545	0.04064895	0.0010868039
a31	0.04129007	0.09727169	0.05605957	0.08588737	0.6871006	0.032018177	1.1436711e-05	9.371215e-05	0.00019821482	6.90967e-05
a3	0.10951407	0.02677201	0.04700588	0.13800377	0.16222991	0.51626873	1.5445563e-05	5.2442017e-05	0.00012493743	1.28532465e-05
a20	0.08249546	0.06383833	0.12751438	0.55812407	0.12010993	0.047912106	1.17422495e-07	2.0452829e-07	5.2921673e-06	9.8554665e-08
a31	0.027472066	0.027676178	0.06628303	0.84580266	0.02920033	0.0035624478	1.7552882e-08	1.3633218e-07	3.0297324e-06	1.9935361e-07
a24	0.15381354	0.008373281	0.029473409	0.12658347	0.037022118	0.6444961	1.8785438e-05	1.8130124e-05	0.000197841	3.3915408e-06
a31	0.01241906	0.09863417	0.14735407	0.7176276	0.017106762	0.0068572825	5.2020713e-08	6.590311e-08	8.326847e-07	1.2926111e-07
a17	0.9624162	0.00213791	0.0021500615	0.008176828	0.0007482363	0.02433752	1.0532931e-06	2.1798185e-07	3.1566444e-05	3.0005512e-07
a31	0.02529605	0.15266058	0.1392251	0.5615349	0.100132816	0.021139147	7.996011e-07	8.5037545e-06	1.3211475e-06	8.792635e-07
a17	0.57444125	0.00879797	0.016144104	0.08242479	0.0054458417	0.31203574	1.8597868e-05	6.4630367e-06	0.00067541207	9.854146e-06
a20	0.0032114421	0.051959496	0.09169071	0.3838316	0.42303547	0.045969337	6.4619812e-06	0.00026004075	1.5284508e-05	2.0155818e-05
a41	0.00882674	0.036806613	0.04946061	0.059812147	0.83445305	0.007843387	5.423668e-05	0.0020068341	0.00038207558	0.00035422604
a31	0.14381003	0.124329254	0.075412996	0.08018837	0.5325603	0.029822858	0.0004897309	0.0023561714	0.008009016	0.0030212754
a17	0.357484	0.016726065	0.03334053	0.08683323	0.04086165	0.45607582	0.000848021	0.00025932927	0.0074185375	0.00015273938
a31	0.016989758	0.06381305	0.09057794	0.12394204	0.6804091	0.022470396	0.00018274989	0.0010355071	0.00031389267	0.00026548965
a24	0.6290828	0.02371115	0.032552563	0.14890653	0.01123629	0.15245786	4.757259e-05	2.8827446e-05	0.0019213689	5.5082273e-05
a31	0.014130889	0.08789634	0.11252512	0.12672822	0.64782274	0.010721275	6.9875223e-06	6.4871354e-05	5.2598592e-05	5.093467e-05
a32	0.64827174	0.053399555	0.060047276	0.17092496	0.011174941	0.054074086	1.8518342e-05	2.7664628e-05	0.001955994	0.00010518665
a31	0.0065869195	0.016948441	0.03207075	0.066541664	0.8553591	0.021694282	4.1316565e-05	0.00021167149	0.0003284456	0.00021737933
a20	0.40007785	0.061734986	0.103696205	0.3473446	0.021476377	0.062837325	1.4677446e-05	6.75808e-05	0.00251823	0.0002321075
a31	0.0070983563	0.14768685	0.15668724	0.078022175	0.5914203	0.0061134845	0.00020846204	0.005029453	0.002364851	0.005368813
a46	0.39331293	0.26343688	0.22342692	0.089858055	0.0103651425	0.011118932	0.00013939606	0.00014476011	0.006952068	0.001244907
a33	0.006215516	0.22788966	0.27073595	0.05127804	0.29499593	0.011502418	0.0020691522	0.028222978	0.024571035	0.08251929
</S>	0.13020648	0.19609948	0.2463687	0.049133286	0.13811457	0.038843866	0.008445968	0.023078052	0.066802	0.102907546
