 	ho	finito	di	scrivere	</S>
a38	0.0010075009	0.86770386	0.12665817	0.0011685232	0.003461865
a31	0.00070315105	0.22183757	0.1083047	0.65127146	0.017883182
a15	0.0040765377	0.031299226	0.05902639	0.905535	6.277268e-05
a18	0.01513905	0.836502	0.14214113	0.0062178047	6.194945e-08
a31	0.013720503	0.13427083	0.040362522	0.8063949	0.0052512707
a37	0.00074934796	0.57007855	0.34973338	0.07759342	0.0018452251
a31	0.033668682	0.36003762	0.1440565	0.45353737	0.008699836
a0	0.00033094818	0.342624	0.63924885	0.017782746	1.3377598e-05
a31	0.061710883	0.089321434	0.020217739	0.80934155	0.019408436
a18	0.0006687982	0.4903237	0.45683226	0.051893204	0.00028205776
a31	0.2970823	0.1709515	0.009883946	0.5160787	0.0060035693
a39	0.005296279	0.9245142	0.02405449	0.0373633	0.008771792
a20	0.7868216	0.15150517	0.002158796	0.05692804	0.0025863429
a31	0.51984763	0.40271103	0.0017638572	0.02147465	0.054202747
a8	0.026911454	0.8063874	0.0058484767	0.085228994	0.075623594
a20	0.6348737	0.24119143	0.016415156	0.07481757	0.03270214
a31	0.0724331	0.70456934	0.00576041	0.033007275	0.18422997
</S>	0.44937217	0.45965827	0.020213557	0.028356442	0.04239956
