 	dove	aveva	per	stare	non	aveva	</S>
a24	0.9990231	8.827371e-08	9.864409e-05	1.4190267e-05	0.00031418167	9.87325e-10	0.00054988544
a20	0.99652463	8.300522e-09	0.0010826733	2.015536e-06	0.0023610275	3.356443e-11	2.9529607e-05
a13	0.99967897	4.52122e-09	0.00020515638	6.5068207e-07	9.4620795e-05	4.7842647e-10	2.0664234e-05
a37	0.9821525	3.55032e-06	0.0010969369	3.8033675e-05	0.016538857	6.1576074e-08	0.0001699939
a24	0.9983917	1.0133873e-07	0.00045981933	2.2490863e-06	0.0011393458	2.2524291e-09	6.750841e-06
a31	0.5208308	3.2466833e-05	0.426833	0.00035034466	0.05124772	1.0899749e-05	0.0006947285
a20	0.9999081	1.2490531e-10	6.6009097e-06	1.2084523e-07	1.8916224e-05	1.780701e-11	6.626647e-05
a0	0.13068885	0.0013723068	0.77722794	0.007829033	0.06926872	0.01048085	0.003132179
a20	0.34799662	0.008150522	0.16454048	0.09055668	0.1737764	0.06046621	0.15451305
a31	0.5822401	0.0014230512	0.027360171	0.08170756	0.14409846	0.019593654	0.14357695
a8	0.99892944	2.8847404e-09	0.00044239528	9.609194e-07	0.00037147268	7.2722104e-09	0.00025581176
a23	0.06592731	0.022700846	0.2027172	0.051966187	0.10745683	0.5342705	0.014961116
a38	0.4585793	0.003810638	0.01523262	0.12603064	0.18700063	0.057597607	0.15174858
a33	0.6356259	0.0005347876	0.011474364	0.050055124	0.231821	0.0073008635	0.06318799
a31	0.32075864	0.003228406	0.0073508136	0.17262773	0.17064297	0.048179664	0.27721173
a24	0.9958163	1.6165293e-08	0.0018019705	6.545371e-06	0.0019396255	7.743336e-08	0.00043543646
a18	0.50735587	0.0004786017	0.40109304	0.0069882493	0.07800261	0.0027437913	0.0033377914
a31	0.20172054	0.019281104	0.07726842	0.11517887	0.15328681	0.37239167	0.060872573
a33	0.82247514	2.8311554e-06	0.09713758	0.00026727727	0.07802834	7.4607335e-05	0.0020141245
</S>	0.04646423	0.062866926	0.23513235	0.022528706	0.046671852	0.5795844	0.0067515257
