 	vuole	vuole	mangiato	caldo	</S>
a37	0.61591655	0.10752798	0.027703434	0.21562082	0.03323123
a31	0.008348925	0.0007415783	0.0007011189	0.98911965	0.0010887135
a41	0.008758681	0.00047023915	0.009057326	0.98155034	0.00016346079
a31	0.08860256	0.0072408267	0.15065807	0.75327384	0.00022469391
a11	0.13785267	0.002767959	0.042108655	0.8167372	0.00053354894
a20	0.19452843	0.045899782	0.5940976	0.14869465	0.016779512
a31	0.011507743	0.008899031	0.15362084	0.74413854	0.081833854
a18	0.0108207315	0.0038039498	0.09480201	0.8901287	0.00044461587
a31	0.12259798	0.13546441	0.16977987	0.036536098	0.5356217
a20	0.030727398	0.030738264	0.49113274	0.43648	0.010921622
a21	0.33737043	0.5199003	0.100785404	0.008138105	0.03380574
</S>	0.093626834	0.81265646	0.07991571	0.011355676	0.0024453788
