 	non	ho	scritto	mai	una	lettera	al	mio	fratello	</S>
a31	0.07354183	0.0022869452	0.39757928	0.31557393	0.048196044	1.3456499e-08	0.0001004487	0.08783625	0.068357274	0.0065279678
a37	0.06754883	0.0001228817	0.44580376	0.011134569	0.46699923	3.7437463e-11	1.4222323e-05	0.002482964	0.0058731386	2.0370071e-05
a31	0.017160114	0.0017370017	0.036383286	0.0036484648	0.9410655	1.890463e-09	6.533951e-10	9.2004615e-07	4.643143e-06	6.8793135e-08
a20	0.0020072525	0.00013160876	0.70426023	0.23274902	0.06019194	2.7144253e-08	1.4971188e-05	0.0005631863	7.880858e-05	2.9598475e-06
a31	0.014430205	0.0021014225	0.024046598	0.017722301	0.94167185	2.3729123e-09	2.2180403e-10	1.0435207e-05	1.6611288e-05	5.8646026e-07
a13	0.01402556	5.0261606e-06	0.2832034	0.14478168	0.5499159	1.1901635e-09	2.828491e-06	0.0070295106	0.0010125904	2.3502736e-05
a31	0.017814526	0.00036434547	0.0019413095	0.008388093	0.9708039	9.227253e-09	8.486915e-10	0.00063639885	4.5470337e-05	5.952199e-06
a20	0.0074104723	8.4147e-05	0.5097524	0.0098503195	0.46483094	1.6572395e-08	1.603941e-07	0.0056740516	0.002355042	4.238855e-05
a17	0.03938698	0.1585219	0.1027075	0.12659547	0.56445146	0.00023894645	1.70409e-05	0.0068650185	0.0007754778	0.00044022512
a20	0.033001147	0.16444072	0.48834416	0.08076904	0.2263926	0.0001548421	4.0072273e-06	0.002101025	0.003090241	0.0017020933
a31	0.06904009	0.43620035	0.33857477	0.06545404	0.0070318007	0.02241156	0.0051904805	0.012995828	0.020758362	0.022342632
a20	0.0016357457	0.0015178667	0.97680944	0.016662486	0.0014592157	5.7072435e-07	0.00011241441	0.0009012832	0.0008405716	6.047969e-05
a31	0.09468566	0.4568087	0.28940436	0.041363258	0.0953343	0.007383931	0.008621106	0.003806412	0.0016898448	0.00090242154
a3	0.012997551	0.0068455124	0.84360063	0.024505038	0.10414043	1.8196833e-06	6.002313e-06	0.0008176301	0.0067178537	0.00036757285
a8	0.060376182	0.6740255	0.22180766	0.010350834	0.025260158	0.0044532903	0.00087214226	0.001350906	0.0007257325	0.00077759585
</S>	0.06886243	0.26614928	0.22669521	0.09640828	0.008814529	0.27259606	0.015643911	0.0040663937	0.016146597	0.02461732
