 	non	vuole	mangiato	mangiato	tutta	una	volta	</S>
a31	0.27197587	0.030495536	0.1839897	0.016634367	1.2252315e-07	0.45688283	0.024826184	0.015195385
a39	0.7164436	6.195502e-05	0.0059960485	0.0017907219	9.181391e-11	0.27113873	0.0045130746	5.5882254e-05
a41	0.9778727	0.00034295046	0.010763547	0.0074675996	4.85719e-09	0.0028014944	0.00075099	6.267421e-07
a39	0.96141857	9.5865624e-05	0.0020725003	0.0045815674	6.854968e-08	0.030097313	0.0017226799	1.1376494e-05
a20	0.81192416	0.0045845937	0.06718127	0.047256388	1.0095566e-05	0.05557985	0.013383646	7.9971454e-05
a0	0.5884837	0.017209088	0.2043392	0.06371735	6.286819e-05	0.08766408	0.038014796	0.00050892524
a31	0.47926292	0.024364362	0.27840403	0.04351593	0.00015143577	0.067228116	0.10542947	0.0016437233
a13	0.15979958	0.0023900075	0.27506024	0.058505915	3.4764337e-06	0.46309507	0.039876793	0.0012689058
a17	0.34742895	0.18519214	0.040963534	0.005901599	0.06834538	0.19613442	0.12106217	0.0349718
a31	0.23818181	0.079932705	0.096978754	0.0035305028	0.0019347146	0.026365658	0.52046925	0.0326066
a3	0.1277324	0.0043112882	0.2480472	0.026572237	6.0540042e-05	0.045145907	0.5039532	0.044177197
a46	0.53025275	0.283043	0.034949943	0.0020815623	0.10890359	0.013395604	0.020988764	0.0063847667
</S>	0.14049973	0.28185394	0.104295686	0.017503211	0.07201592	0.018707747	0.28149733	0.08362649
