 	quest	anno	che	viene	mangio	quanti	voglio	</S>
a23	0.00556154	0.6946945	0.281405	7.255326e-09	0.012033233	0.0055302847	0.00072162604	5.375134e-05
a31	0.012772953	0.047668148	0.2262562	8.9346194e-08	0.022217786	0.08966094	0.60126966	0.00015417284
a37	0.21722458	0.5259317	0.23496427	1.179633e-05	0.00012377731	0.0020924597	0.019650899	4.1321692e-07
a20	0.001995908	0.94441825	0.05352966	6.1474617e-09	8.404608e-06	3.2873064e-05	1.4953985e-05	4.65922e-09
a31	0.033273134	0.8407922	0.11683102	9.26124e-10	0.0004055916	0.0073797465	0.0013172983	1.0285912e-06
a7	0.00073626335	0.9542483	0.044982955	3.1560296e-11	9.487614e-06	1.72305e-05	5.8093165e-06	8.8763635e-10
a10	0.36450356	0.39922643	0.1878181	5.009056e-08	0.00038342568	0.014467816	0.033589818	1.0782161e-05
a41	0.07571638	0.039976206	0.20857511	5.683203e-07	0.020173177	0.64852434	0.007029454	4.686939e-06
a37	0.13854393	0.26899546	0.4192134	6.813362e-05	0.012845105	0.14813554	0.0121787535	1.962757e-05
a14	0.28717685	0.34618533	0.35261264	3.29151e-05	0.0010255428	0.0049757776	0.007979852	1.1051326e-05
a31	0.29706186	0.39965048	0.29740557	9.674216e-06	0.000433243	0.0018828086	0.0035436493	1.2786198e-05
a20	0.011529437	0.537419	0.45060948	3.090956e-09	2.6378812e-05	0.00018799305	0.00022666442	1.1171542e-06
a31	0.16679554	0.45017862	0.25087103	0.009227931	0.0011273484	0.013690905	0.10778789	0.0003206687
a37	0.019807357	0.45473137	0.52483225	1.05888045e-08	3.4293175e-06	5.2743984e-05	0.0005702199	2.5973113e-06
a7	0.43687108	0.18696971	0.24900508	0.024531476	0.0002548956	0.0050592357	0.09636258	0.00094588444
a10	0.8836788	0.037161198	0.07639028	0.00021324733	2.7243486e-05	0.00012337184	0.0022712392	0.00013462493
a7	0.8031643	0.050662898	0.13050167	0.009586207	4.3750522e-05	0.00020000263	0.0057565668	8.459474e-05
a39	0.9195192	0.012468007	0.06094444	0.0044570453	1.6481321e-05	3.7925605e-05	0.0024141078	0.00014282894
a10	0.84807533	0.004005657	0.0962503	0.036483534	2.2681248e-05	3.4581575e-05	0.013962916	0.0011650447
a32	0.910108	0.0069987727	0.04107988	0.03506091	2.499033e-05	4.1854997e-05	0.005559925	0.0011257539
a19	0.75816417	0.177736	0.052723408	5.3949196e-05	0.0002550236	0.00051180786	0.007648749	0.0029068582
a31	0.40584433	0.015386029	0.048875418	0.4528768	4.824937e-05	0.000315802	0.056083363	0.020569952
</S>	0.54331934	0.33621493	0.078957476	8.994381e-05	0.0013367808	0.0018825482	0.026977846	0.011221174
