 	l	ho	sentito	che	viene	</S>
a34	0.00022722765	0.00052113074	0.9626978	0.032928016	3.8996225e-07	0.003625477
a46	2.4222295e-06	4.8954676e-05	0.43985766	0.5440361	5.8147475e-07	0.016054343
a41	0.0031515178	0.01494196	0.85120124	0.061258584	0.00022611843	0.06922055
a19	6.8757157e-07	2.573419e-05	0.9921004	0.0077919546	5.9276783e-07	8.0692735e-05
a31	0.041389637	0.11075359	0.06597216	0.74821067	0.005323009	0.028350903
a20	8.758395e-06	1.8757026e-05	0.62620217	0.3729544	1.3149186e-07	0.0008157648
a31	0.024758076	0.35304818	0.0005865437	0.19981442	0.30231524	0.11947756
a24	6.616806e-05	0.0002948247	0.31016964	0.6877058	2.342423e-06	0.0017611707
a31	0.085717976	0.5047068	0.0004909196	0.105482884	0.26073235	0.042869136
a23	0.00025803162	0.0011305274	0.82231236	0.1728059	8.549186e-05	0.0034077186
a20	0.012578309	0.44273165	3.7440695e-05	0.067108646	0.46145654	0.016087413
</S>	0.12578967	0.40717643	0.001577703	0.3309137	0.12571526	0.008827301
