 	ha	potuto	entrare	dalla	finestra	</S>
a46	0.96051747	0.0004405433	0.0054720123	0.004339382	0.01770937	0.011521346
a31	0.0068865186	7.771368e-05	4.942124e-05	0.24441312	0.599961	0.14861216
a8	0.042029347	9.507839e-06	5.7608788e-05	0.048386626	0.9094652	5.168443e-05
a31	0.011449413	3.2605956e-05	0.002922694	0.018484846	0.96529704	0.0018134046
a15	0.49018693	4.9267688e-05	0.0015537683	0.12849286	0.37957397	0.00014314127
a13	0.89847004	7.8651276e-05	0.026486699	0.0044815172	0.07047449	8.64761e-06
a24	0.050296836	0.0017638454	0.07331328	0.052636713	0.8181874	0.0038019666
a31	0.26024333	0.0029563939	0.2898613	0.006859215	0.43966118	0.00041858503
a18	0.77250814	0.00016858346	0.02012043	0.0069437632	0.19976285	0.0004961778
a31	0.018515186	0.040257864	0.015177597	0.26977563	0.25386518	0.4024086
a20	0.19996004	0.0013243655	0.17810273	0.0738815	0.54236084	0.004370488
a11	0.07111144	0.124921724	0.022171484	0.6115876	0.08013872	0.09006909
a8	0.342965	0.034085672	0.5592138	0.011097946	0.046775427	0.0058621536
a31	0.24549931	0.28784698	0.08414685	0.35407665	0.0088208355	0.019609364
a8	0.1750708	0.04696572	0.57128584	0.026544934	0.092460304	0.087672435
a31	0.06296831	0.45643133	0.11545187	0.28306687	0.029141072	0.05294052
</S>	0.2656314	0.04667319	0.5648574	0.006702904	0.08569735	0.030437674
