 	io	non	ho	niente	da	mangiare	</S>
a8	0.7302444	0.0026151116	2.242537e-05	0.0059295935	9.564905e-05	0.2570652	0.0040275767
a31	0.12487116	0.016311605	0.00012032875	0.7277118	0.010345483	0.11804794	0.0025917585
a8	0.00228829	0.0003429644	2.7847424e-05	0.99723095	5.320596e-06	0.00010412568	5.0896324e-07
a20	5.3659136e-05	0.0023277267	0.00013577465	0.9972784	2.3290944e-07	0.00018214874	2.2163587e-05
a31	0.062164634	0.039538343	6.9294274e-06	0.8981764	5.3450494e-06	0.00010559995	2.796454e-06
a14	0.07950275	0.0038689845	3.4694435e-06	0.9162486	2.3728526e-05	0.00034754642	4.9288074e-06
a31	0.03449025	0.95269996	0.00014067025	0.012663258	1.1615155e-08	5.1056413e-06	6.4914536e-07
a13	0.9908812	0.00039491753	1.9235586e-08	0.008542715	1.7874588e-07	0.0001806637	3.9336942e-07
a37	0.060195565	0.85320616	0.072964564	0.013581636	2.217453e-06	3.9160568e-05	1.0627859e-05
a10	0.20047425	0.6439276	0.06034563	0.09436227	9.642019e-06	0.0008280439	5.2568863e-05
a20	0.10290607	0.685534	0.15303922	0.058254465	3.117741e-05	0.00017151698	6.345851e-05
a7	0.5514429	0.09175228	0.033169884	0.29566374	0.01687927	0.009063119	0.0020287978
a18	0.20756365	0.49212816	0.11438103	0.18219225	2.516101e-05	0.0035114991	0.00019827789
a44	0.28675517	0.03563302	0.06071731	0.01635897	0.54255044	0.04080099	0.017184097
</S>	0.123681694	0.13844782	0.47948503	0.07707793	0.15911277	0.015705235	0.006489523
