 	è	che	stanno	ancora	alzati	</S>
a20	0.006165171	0.96445435	0.019912498	0.0021304707	0.004372566	0.0029650463
a31	0.2686211	0.5464094	0.03893212	0.10205287	0.041272357	0.0027121333
a20	0.034050975	0.016343767	0.19046615	0.75840133	0.0007299928	7.868639e-06
a31	0.037223913	0.48164883	0.44707438	0.03402129	3.0308944e-05	1.2547274e-06
a20	0.017109575	0.061248057	0.14837798	0.7705112	0.0026872177	6.592045e-05
a28	0.45973602	0.2832801	0.18770197	0.064982265	0.0037513576	0.0005482548
a31	0.38111526	0.13031934	0.34186512	0.14569646	0.0009183011	8.554876e-05
a29	0.0048722783	0.13548158	0.7085021	0.15059237	0.00043362574	0.00011811638
a46	0.20681547	0.48248807	0.18253699	0.09869971	0.023500746	0.005959043
a31	0.05942766	0.13153109	0.055309758	0.11045414	0.61700225	0.026275063
a20	0.015899237	0.14632168	0.64278626	0.19349736	0.00065991975	0.0008355528
a31	0.51825356	0.29781118	0.06996877	0.068255104	0.039302897	0.0064084507
a39	0.07653898	0.36495516	0.47056893	0.068718165	0.0024507884	0.016767906
a20	0.6173575	0.32251295	0.038314708	0.015868673	0.0038065116	0.0021397145
a8	0.15513779	0.81084967	0.022646414	0.0011721961	0.0032188303	0.0069751674
a20	0.231149	0.5256854	0.17120494	0.037445426	0.024754038	0.009761217
a24	0.07653531	0.83894056	0.041095234	0.0025246234	0.016624834	0.024279451
a46	0.47066405	0.47334233	0.02264562	0.00282558	0.014972093	0.0155503275
a8	0.17338836	0.62273675	0.10666422	0.027001834	0.051765498	0.018443251
a23	0.041382987	0.7573671	0.11943278	0.011887984	0.035082504	0.03484671
a8	0.08777828	0.6612227	0.10069145	0.007192867	0.049428284	0.09368656
</S>	0.11774015	0.6661516	0.09725476	0.0064933654	0.03261277	0.07974736
