 	ancora	non	mi	sono	vestito	</S>
a8	0.1632397	0.3257299	0.5089176	0.00079938205	4.8278257e-06	0.0013085613
a31	0.06349154	0.07452053	0.80143535	0.05283611	0.0035482578	0.004168122
a10	0.20665874	0.019630434	0.75815386	0.015320146	7.917306e-05	0.00015764736
a31	0.006743264	0.0065418226	0.9866946	2.0229125e-05	1.458787e-07	2.763749e-09
a18	0.012524133	0.01049272	0.97617424	0.0008067035	4.5283628e-07	1.7997568e-06
a31	0.013921147	0.0069819638	0.81546825	0.16297905	0.00062620157	2.3375946e-05
a20	0.01977423	0.004426462	0.97475135	0.0010295981	1.5811855e-07	1.815939e-05
a31	0.04783514	0.020921322	0.29178965	0.6375438	0.0018372277	7.2806026e-05
a13	0.07750067	0.034554824	0.8864111	0.0014024578	3.0609128e-05	0.00010040483
a35	0.14517663	0.13830544	0.07398361	0.55099684	0.091070585	0.0004668645
a39	0.02637049	0.121337906	0.19544168	0.15668133	0.49240294	0.0077656168
a46	0.035178035	0.2587874	0.3524367	0.02495805	0.32285	0.005789814
a31	0.015942935	0.020458225	0.005858328	0.04703946	0.89220035	0.018500624
a20	0.4105725	0.54478776	0.026073374	0.0012811526	0.0141506875	0.0031345612
a31	0.13509718	0.18488677	0.019037565	0.10918798	0.5483164	0.0034741156
a39	0.5287046	0.40986434	0.01768289	0.0003356341	0.035989728	0.0074228533
a31	0.11848258	0.29126322	0.004160304	0.03342414	0.5472606	0.00540918
</S>	0.63192785	0.3056914	0.017891413	0.0001063188	0.036043696	0.008339344
