 	qualcuno	al	telefono	vuole	sapere	dell	Anna	</S>
a23	0.9799982	2.2184017e-06	0.019509906	4.9635596e-06	1.2384903e-09	1.2713365e-05	0.000220747	0.0002512202
a31	0.06796189	3.5267964e-05	0.91874987	0.0003675935	2.2764832e-08	1.89171e-05	0.012521287	0.00034520144
a29	0.96507436	5.724082e-06	0.034334965	8.704238e-05	1.2339573e-09	3.7785787e-05	0.0004510296	9.1468655e-06
a46	0.9992411	4.206514e-07	0.0006612215	4.0641004e-05	9.838208e-08	1.5072368e-06	5.472914e-05	2.775207e-07
a11	0.01612654	4.5158256e-05	0.9483989	0.015851013	5.677819e-05	0.00015868126	0.018069131	0.0012937867
a20	0.9941195	1.1517197e-07	0.0056982907	1.7181773e-06	7.460596e-08	1.4286357e-05	0.00016591449	5.43731e-08
a8	0.5449652	0.00043048442	0.3308284	0.0031322218	0.00024345088	0.023135526	0.096562274	0.0007024704
a31	0.2104717	0.022062564	0.050412476	0.013330345	0.058694087	0.027116839	0.59092975	0.026982246
a38	0.9966588	3.7613358e-08	0.0025068175	1.328489e-07	2.0522384e-09	6.600573e-05	0.0007594225	8.84315e-06
a31	0.33253756	0.014361156	0.3989588	0.02463119	0.040213905	0.019280389	0.16758241	0.0024345787
a24	0.9929095	1.2346855e-07	0.0057581407	3.1511243e-07	3.3594862e-09	0.00017820662	0.001124224	2.9483377e-05
a37	0.6800259	0.0016679782	0.2721478	0.0041193743	0.0016317125	0.0040998915	0.03590975	0.00039761316
a15	0.655927	0.0028012332	0.28184238	0.005311975	0.0018397461	0.0046618697	0.044761688	0.0028541284
a31	0.91295815	0.00048482558	0.07341057	0.00048373698	9.192282e-05	0.002346679	0.009959305	0.00026478505
a20	0.97736734	4.2204505e-07	0.015089569	2.2807383e-06	2.0876065e-08	0.00020680428	0.007108783	0.00022487454
a31	0.0938936	0.03979954	0.15908092	0.043917175	0.29611343	0.024451926	0.33176607	0.010977324
a37	0.98935425	9.872626e-07	0.0072253314	7.3192905e-07	1.3761606e-07	0.0006216169	0.0026581523	0.00013878821
a46	0.41886866	0.026085649	0.43706962	0.016578058	0.07848492	0.010761898	0.011461023	0.00069009117
a20	0.43193385	0.098645635	0.07092901	0.05456267	0.20120049	0.08327877	0.035992477	0.023457076
a24	0.6620905	0.07026634	0.033128634	0.018266141	0.117765106	0.035978597	0.026627667	0.035877056
a31	0.64402586	0.081468545	0.035432294	0.023679148	0.13523886	0.03861544	0.03214228	0.009397591
a17	0.94730145	1.4778359e-05	0.025126075	5.163408e-06	1.8046375e-06	0.007752965	0.016939055	0.0028587505
a20	0.113836996	0.08373949	0.053702936	0.049732506	0.6359192	0.027451398	0.032047294	0.0035702107
a38	0.57826596	0.07913399	0.11196614	0.018931983	0.028123384	0.09930486	0.03478939	0.049484238
a31	0.34333658	0.096221946	0.021805836	0.039851956	0.36820263	0.04033425	0.06647113	0.023775725
a17	0.6872941	0.00049209886	0.060465675	0.00013083497	5.6820496e-05	0.07752799	0.13158995	0.042442515
a31	0.07499066	0.08079092	0.016932651	0.04373527	0.72193563	0.025355913	0.025729073	0.010529977
a37	0.74186003	0.00053478265	0.037587058	6.193738e-05	3.3458185e-05	0.080492936	0.08737542	0.05205441
</S>	0.057125535	0.06806432	0.017471058	0.026408084	0.8067459	0.012239332	0.007926724	0.004019066
