 	hai	già	mangiato	</S>
a38	0.0034389568	0.9700556	0.011485644	0.015019714
a31	0.0011267946	0.5018659	0.36082274	0.13618448
a20	0.00019153996	0.010136925	0.9835939	0.006077629
a31	0.0009331952	0.653833	0.3439176	0.0013161316
a27	0.0005958959	0.07833831	0.8958025	0.025263282
a31	0.0076737422	0.5842479	0.38708457	0.020993844
a20	0.0004796069	0.3305458	0.66710424	0.0018702309
a31	0.021292534	0.24096301	0.32910386	0.40864056
a39	0.00015924619	0.321832	0.6761944	0.0018142539
a20	0.3420435	0.49013487	0.13174354	0.036078155
a10	0.27805588	0.6048142	0.11049899	0.006630922
</S>	0.71729684	0.26523954	0.017431987	3.160131e-05
