 	l	ho	sentito	quando	veniva	</S>
a31	1.6603538e-07	4.9114357e-07	0.008141021	0.5139279	0.4778609	6.958604e-05
a46	4.6510555e-09	4.8001885e-07	0.007927272	0.97052157	0.018056942	0.003493711
a41	0.0010670875	0.0021259396	0.12339051	0.35213622	0.51807266	0.0032075515
a31	2.1707205e-09	3.4977387e-07	0.01201464	0.63273877	0.35510457	0.00014170924
a24	3.9568224e-10	5.3116707e-08	0.017209085	0.94707	0.032507442	0.0032134573
a31	0.04136195	0.55164653	0.037738223	0.09586761	0.04996732	0.22341834
a15	7.411887e-09	1.213596e-06	0.0112888	0.7331199	0.25539103	0.00019908621
a46	0.06538425	0.81949705	0.0069698407	0.027462425	0.006736963	0.073949575
a31	0.007976897	0.19144559	0.0038186326	0.017574089	0.010109896	0.76907486
a0	0.00042148845	0.0726332	0.046217576	0.41806418	0.44148472	0.02117889
a41	0.016359648	0.5980189	0.00038654509	0.00799288	0.0031198617	0.37412226
</S>	0.029235138	0.8647151	0.0026948485	0.017231831	0.005458833	0.08066425
