 	voi	avete	mai	mangiato	il	pasticciotto	</S>
a8	0.90608025	0.027710298	0.003303097	0.00029430442	0.0012494341	0.06092504	0.00043754483
a31	0.06055612	0.01213036	0.0007001401	0.001059466	0.020560436	0.90223885	0.0027545886
a21	0.3395231	0.30278915	0.12529859	0.0044224146	0.02147718	0.20598821	0.00050130545
a37	0.023691477	0.0028802862	0.00020942901	7.2274192e-06	7.721516e-06	0.9732038	1.4275695e-07
a8	0.06867674	0.022436319	0.0024645822	0.00044358036	0.00026102745	0.9057091	8.617073e-06
a31	0.005733625	0.0012871261	0.00032569352	0.0040659425	0.0020976637	0.9864189	7.101724e-05
a13	0.66714555	0.19207874	0.09333393	0.00073813566	0.00069764757	0.04599559	1.03853845e-05
a20	0.037829023	0.553136	0.112949386	0.024695082	0.025299426	0.24583897	0.00025207846
a3	0.13214162	0.098835416	0.11801847	0.29211226	0.16293877	0.1891959	0.0067576156
a31	0.24851891	0.29165992	0.3304394	0.048268043	0.01670215	0.0632528	0.0011588456
a29	0.36110133	0.18935074	0.4160183	0.0040899087	0.0020387473	0.02713287	0.0002679898
a31	0.030968737	0.40466687	0.3888096	0.134792	0.031037575	0.008368846	0.0013564456
a3	0.5911352	0.2151019	0.17491004	0.0018084353	0.003242097	0.013518227	0.0002840905
a31	0.0059776264	0.27859178	0.45011386	0.2427684	0.016356977	0.005610536	0.0005807425
a24	0.12712263	0.3179148	0.5091808	0.016619077	0.005438087	0.022315906	0.0014087283
a31	0.007489631	0.28051198	0.37161463	0.32155252	0.009904427	0.008066866	0.0008599081
a39	0.054297365	0.20404842	0.55446494	0.09399519	0.006549563	0.07904168	0.0076027643
a31	0.0061098603	0.15688477	0.13701361	0.5510355	0.10296091	0.0034243641	0.04257096
a33	0.07415501	0.1570363	0.31083918	0.21865366	0.0119491955	0.19421442	0.033152286
a31	0.00040498664	0.05606781	0.041099355	0.12288175	0.42663836	0.0008663783	0.35204136
a23	0.06602278	0.068569	0.06261809	0.093461186	0.013260903	0.6507353	0.045332782
</S>	9.0666326e-05	0.015489259	0.015840774	0.091005966	0.4259352	0.0012291735	0.4504089
