 	li	vestono	i	genitori	</S>
a31	0.003283496	0.00020084303	0.00019782319	0.9945146	0.001803277
a46	0.9878121	9.727839e-07	1.45819595e-05	0.011820488	0.00035190684
a18	0.97231984	0.00041009006	9.749986e-05	0.0259524	0.0012201375
a35	0.99677664	0.00028642532	0.00016181733	0.0027659128	9.24459e-06
a15	0.9357753	0.03475509	0.017787725	0.011592932	8.906963e-05
a39	0.8206765	0.068580404	0.08014068	0.030545978	5.6488887e-05
a31	0.069660105	0.09195153	0.18290848	0.64858997	0.0068899146
a11	0.02004424	0.0029716003	0.5363861	0.44043562	0.00016239479
a20	0.31129104	0.4870126	0.17902386	0.016479945	0.0061925915
a31	0.07026344	0.2933467	0.4240199	0.037974134	0.17439587
a39	0.6939041	0.028484175	0.1887778	0.011049877	0.07778405
a20	0.25267148	0.6570468	0.08188733	0.0044584367	0.0039359676
a46	0.23930836	0.60831517	0.087474205	0.0053560226	0.05954622
a31	0.102416635	0.25627354	0.567853	0.056194942	0.017261846
a15	0.828972	0.032566126	0.024663908	0.0062172986	0.10758072
a24	0.19166878	0.77617735	0.028422242	0.00012439917	0.003607235
a20	0.1321288	0.8064715	0.05500306	0.00021041106	0.0061861654
a31	0.11646904	0.7163628	0.15139024	0.0004845731	0.015293441
a13	0.38378638	0.15003926	0.078717835	0.021598017	0.36585858
a46	0.14841637	0.79637516	0.046275277	0.00024325911	0.00869004
a14	0.13232657	0.30163252	0.53541833	0.017231235	0.0133914165
a20	0.09275531	0.7566103	0.08704085	0.00046333982	0.063130185
a31	0.129911	0.753288	0.09089323	0.0006118186	0.025296014
</S>	0.34079626	0.28347224	0.05155742	0.024391528	0.29978254
