 	che	vende	buon	pane	</S>
a17	0.029558323	0.027681991	0.0063322033	0.9350821	0.0013454135
a31	0.0005947019	0.11340589	0.0019446728	0.8838841	0.00017068583
a11	0.045413285	0.41904485	0.43606192	0.09887699	0.0006029157
a39	0.07204018	0.9217586	0.0028149874	0.0033843033	1.940956e-06
a35	0.039116025	0.9240957	0.002537265	0.03340996	0.0008411098
a39	0.0040713646	0.97680706	0.006821612	0.0110345045	0.0012654404
a31	0.0034208682	0.97953826	0.010620129	0.0058520413	0.00056868145
a24	0.01459438	0.100043885	0.08548093	0.7988756	0.0010051953
a18	0.02648916	0.8573465	0.07029995	0.0022400855	0.043624327
a31	0.017045353	0.22184436	0.23572013	0.029691737	0.49569836
a13	0.00656652	0.8485092	0.07262958	0.06429534	0.007999354
a31	0.19307911	0.29581156	0.4057828	0.007884798	0.09744175
a46	0.00823952	0.8962058	0.026657125	0.01883508	0.050062485
a8	0.27310014	0.404397	0.29723305	0.00044913098	0.024820656
</S>	0.12950279	0.5192037	0.24469	0.0037818467	0.102821656
