 	lo	ho	finito	di	fare	</S>
a8	0.8878567	0.009896137	0.020710548	0.06176346	0.015591779	0.004181386
a31	0.07010177	0.00096697675	0.0009718763	0.21180537	0.7091502	0.007003862
a20	0.75010574	0.0045567597	0.11354658	0.12886906	0.00291473	7.1217532e-06
a24	0.636856	0.00366608	0.35726488	0.0021508008	6.2255844e-05	1.8859792e-08
a18	0.91341424	0.0012583676	0.07827336	0.0010080298	0.006036058	9.942528e-06
a31	0.3344879	0.010697485	0.58963096	0.018929742	0.045762204	0.00049180776
a20	0.3732588	0.00054507586	0.595335	0.029810902	0.0010158372	3.431846e-05
a10	0.07163084	0.34757435	0.07382678	0.10088416	0.3832837	0.02280005
a20	0.5584267	0.12638265	0.19480294	0.010839224	0.1074831	0.002065367
a7	0.4857792	0.1668731	0.020876972	0.010943058	0.30741864	0.008109057
a31	0.37499353	0.19187224	0.05583503	0.011702527	0.35049412	0.015102509
a20	0.20731716	0.028987318	0.53397626	0.029491816	0.18009295	0.020134516
a18	0.28253585	0.67021805	0.003297653	0.0050359797	0.033111718	0.00580069
a24	0.67766976	0.23538163	0.0062830406	0.0011520769	0.053125005	0.026388442
a46	0.5744134	0.38220835	0.0045553125	0.00080535474	0.02919441	0.0088231275
a31	0.2334063	0.124089725	0.040530905	0.03049215	0.49468425	0.076796755
a33	0.5489663	0.06569827	0.03868065	0.00326961	0.2014991	0.14188609
a8	0.09527432	0.6634852	0.1492596	0.0158996	0.04569914	0.030382015
</S>	0.15157275	0.2929253	0.29792002	0.014836575	0.12582618	0.11691916
