 	ieri	abbiamo	deciso	che	oggi	andiamo	alla	spiaggia	</S>
a33	2.0238462e-05	0.769973	0.122891605	0.06130531	0.020146074	0.024474336	0.0011873412	2.880801e-10	2.0218174e-06
a31	3.1274063e-05	0.008739758	0.03151518	0.02429331	0.009229639	0.91306096	0.01312947	1.6292287e-08	4.1526062e-07
a46	1.1098446e-05	0.0012959013	0.035744812	0.0049608136	0.0040427614	0.949838	0.0041065766	2.9923792e-09	1.12065045e-07
a31	4.9638584e-05	0.00090572715	0.0069483337	0.00046202613	0.00053357956	0.98886406	0.0022357823	4.6705004e-09	9.1143596e-07
a24	1.7564469e-05	0.0074906764	0.041985042	0.015614173	0.062137656	0.8550217	0.017731445	3.8018445e-08	1.6504802e-06
a31	0.00052023964	0.0069995522	0.01606539	0.0011130872	0.0027648474	0.96883976	0.003697068	7.313846e-11	2.4440014e-08
a37	4.3414053e-07	0.08334744	0.18607858	0.010907084	0.04000515	0.67796385	0.0016974669	4.676216e-11	4.8638733e-09
a31	0.00015623352	0.00018088768	0.001220645	0.00090915326	0.0030577038	0.9898009	0.0046745474	7.486267e-10	3.9783257e-09
a18	1.0650879e-08	0.061592598	0.20391452	0.0058389236	0.015281845	0.7132452	0.00012690351	2.2173253e-11	7.583762e-11
a31	5.1186325e-05	3.4651794e-06	0.00011585973	0.0001887269	0.0010261203	0.9967438	0.0018660539	4.881241e-06	2.6886987e-08
a41	1.1143812e-06	0.041046876	0.12114027	0.010987852	0.03061641	0.79519445	0.0010130792	1.3493237e-08	6.9192914e-09
a31	0.0026464858	3.226511e-05	0.0004979148	0.002217111	0.011391924	0.95957255	0.022959467	0.00068016595	2.134094e-06
a21	1.320351e-05	0.026474468	0.077445336	0.025010344	0.07840678	0.78809416	0.0045550833	3.9925976e-07	2.024844e-07
a31	0.006271745	0.00025137138	0.0014305783	0.005807022	0.014994843	0.9539027	0.007848542	0.009431526	6.154325e-05
a14	0.00036867248	0.021508506	0.04499998	0.07538481	0.112361915	0.7347923	0.010572919	7.629893e-06	3.1228624e-06
a31	0.02071432	0.0012239591	0.0027771373	0.029746553	0.09513274	0.8303899	0.01898979	0.0009957401	2.9871147e-05
a24	0.00076611125	0.01530473	0.037633196	0.0763605	0.18002494	0.66776735	0.0220815	4.8956153e-05	1.2717741e-05
a31	0.061152697	0.002156849	0.0026904338	0.042145107	0.08630215	0.7679917	0.029370863	0.0076714987	0.0005186518
a10	0.03224225	0.10277328	0.06528909	0.14407939	0.2816005	0.30341423	0.06878196	0.0016019054	0.00021742065
a7	0.2782498	0.006674454	0.0039386414	0.046228252	0.0511348	0.5107794	0.07668069	0.019075697	0.007238287
a20	0.716357	0.05057881	0.014772039	0.026260637	0.03496854	0.021822214	0.030202787	0.102768295	0.0022696743
a31	0.21131462	0.06999797	0.0031765488	0.013967455	0.014925724	0.0074686	0.020429237	0.635594	0.02312588
a8	0.13655218	0.2412695	0.05008996	0.07598553	0.24722764	0.06474517	0.16483608	0.017076492	0.00221741
a31	0.32007867	0.040358182	0.004189481	0.027071297	0.04447595	0.08796196	0.062519185	0.19639857	0.21694662
a33	0.13002108	0.59033	0.074799575	0.02758912	0.087028265	0.023823384	0.057873905	0.006246123	0.00228854
a7	0.36080882	0.009896153	0.0013629455	0.02408725	0.03954195	0.044206817	0.061873022	0.19133802	0.266885
a31	0.3489126	0.056737874	0.012005709	0.038464863	0.11268098	0.024140064	0.2631661	0.064544365	0.079347484
a23	0.104683004	0.26763213	0.036340542	0.0663468	0.23593086	0.031036468	0.1909206	0.057534963	0.009574743
</S>	0.3552463	0.046448708	0.0028752554	0.02211415	0.03295342	0.02184815	0.036446564	0.3316818	0.1503856
