 	è	pericoloso	di	nuotare	di	notte	</S>
a37	0.003406204	0.005555035	0.047269147	0.93443376	0.009034943	0.00012836314	0.00017255794
a31	0.0060690898	0.0044958256	0.022562455	0.961951	0.0038935652	0.0010117199	1.6409522e-05
a7	0.007493084	0.0057661175	0.038100466	0.94151735	0.007005589	0.00011241694	4.8827546e-06
a31	0.010569506	0.0047140648	0.02448647	0.9602185	1.0498125e-05	8.7661556e-07	7.155362e-09
a20	0.00029483513	4.0137536e-05	0.0022798525	0.9970374	0.00034715064	4.1750084e-07	6.659271e-08
a2	0.18071182	0.037307695	0.024763068	0.6972477	0.057189383	0.0027128605	6.74659e-05
a41	0.00067502103	0.0009630866	0.03698093	0.9563528	0.005020796	6.293504e-06	1.1230245e-06
a20	0.22555912	0.5889653	0.099470094	0.014187337	0.06142947	0.01019112	0.00019753799
a46	0.08337797	0.5852589	0.17157747	0.05050128	0.019706877	0.08863513	0.0009423321
a31	0.051424604	0.38756675	0.26741654	0.042165298	0.017862957	0.23129115	0.002272745
a11	0.008146275	0.03859744	0.8992913	0.04994673	0.0020570958	0.0019283032	3.2931537e-05
a35	0.24306972	0.5956681	0.041484788	0.00045032962	0.037210334	0.07937898	0.002737739
a31	0.08407801	0.59372175	0.08925415	0.0010769089	0.008732555	0.21081223	0.012324456
a11	0.03870728	0.23720762	0.6418746	0.01055423	0.0015903601	0.06859276	0.0014732173
a28	0.32546246	0.49534342	0.01113353	2.0684893e-05	0.009119152	0.15514953	0.0037711833
a20	0.29152802	0.60350835	0.0042585135	8.566929e-05	0.00030445686	0.09687018	0.0034448016
a10	0.20680164	0.62874246	0.008016587	3.969598e-05	0.0013029578	0.1520292	0.0030674546
a31	0.122056365	0.63944715	0.006288709	1.32113e-05	0.00036163078	0.22828767	0.0035453106
</S>	0.10837213	0.7699388	0.01745758	0.0015762856	0.00014905921	0.09254742	0.009958718
