 	non	ha	da	mangiare	</S>
a31	0.06459519	0.008681448	0.0038978653	0.9205141	0.0023114588
a20	0.0075634154	0.0027788584	2.611005e-06	0.98939496	0.0002601885
a31	0.21923886	0.24089266	2.2505258e-06	0.5398621	4.1068793e-06
a41	0.012046865	0.022935968	0.00020245109	0.96474886	6.593147e-05
a10	0.5498826	0.30006847	1.3708376e-05	0.14970534	0.00032990845
a31	0.08245625	0.90936774	3.286638e-06	0.0069741528	0.0011986305
a15	0.0052912966	0.07493849	6.173614e-05	0.9195457	0.0001627643
a31	0.12953524	0.83383346	0.0031270916	0.0016221867	0.031882055
a39	0.012272676	0.73962736	0.00058485573	0.24722695	0.00028815004
a37	0.23109524	0.6403032	0.098146744	0.00089756405	0.029557297
</S>	0.08278516	0.91427857	0.00075537106	0.0021224178	5.8581434e-05
