 	ho	rotto	una	bottiglia	</S>
a31	1.9755127e-05	2.1525453e-05	0.004000175	0.9938899	0.0020685
a21	8.079876e-06	5.4895027e-05	0.0039067394	0.9955348	0.0004954292
a31	0.009189936	2.9315305e-07	0.0013695577	0.9892926	0.00014758504
a35	0.00010984076	1.0645974e-05	0.5950132	0.40455744	0.0003088067
a31	0.011823387	4.4916173e-09	0.025045583	0.96235776	0.0007732024
a24	1.7040311e-05	4.1423849e-07	0.07555656	0.9242035	0.0002224249
a37	0.2488655	2.2539801e-09	0.11995617	0.6158213	0.015357046
a31	0.13972045	6.69429e-08	0.0412412	0.813502	0.0055363146
a33	0.012832249	7.066805e-05	0.047421224	0.9361176	0.0035582387
a31	0.19266614	0.0019489502	0.55921555	0.14378484	0.10238456
</S>	0.97768265	0.0021977706	0.001474533	0.017668918	0.0009760774
