 	la	pasta	vuole	sale	</S>
a8	0.71945894	0.08716216	0.008071262	0.1834714	0.0018362331
a31	0.011843526	0.0014915041	0.0012233839	0.9758892	0.009552434
a28	0.021481464	0.16396712	0.004433063	0.8099559	0.00016244994
a20	0.08553855	0.90236115	0.00029313666	0.011807162	3.4796695e-08
a31	0.0759956	0.4665861	0.00021915027	0.45638484	0.0008142544
a11	0.1868111	0.09214543	0.0008674591	0.71886814	0.0013078732
a18	0.1299151	0.8338388	0.0037244877	0.02620638	0.0063151955
a15	0.042819683	0.82607895	0.012388313	0.0970218	0.021691259
a31	0.038448982	0.944914	0.00088615087	0.01563581	0.00011507757
a20	0.064577885	0.8063938	0.0033824826	0.12512946	0.0005164004
a6	0.240766	0.34516287	0.35271132	0.021061243	0.04029855
a20	0.34858164	0.46063742	0.1577832	0.0258636	0.007134253
a21	0.43262133	0.48399612	0.061605185	0.020904575	0.0008727775
a20	0.44229278	0.42317504	0.09330238	0.03663471	0.0045951186
a0	0.4761118	0.2479143	0.2315398	0.037335575	0.007098521
a31	0.4834291	0.20876491	0.2632828	0.036357537	0.008165622
a39	0.06463964	0.8746354	0.009444593	0.034069404	0.017210951
a31	0.47972968	0.103585154	0.4040799	0.0026786544	0.009926519
a35	0.4987952	0.36294195	0.06797895	0.061694186	0.0085897045
</S>	0.38633907	0.18694162	0.41531205	0.00070387666	0.0107033355
