 	era	molto	stanco	</S>
a46	0.9996315	1.3423796e-07	1.7140012e-09	0.00036839498
a8	0.9883781	0.000112158115	0.00023361229	0.011276135
a37	0.990085	6.1520777e-06	1.2248767e-06	0.009907744
a31	0.99973804	2.9093977e-07	7.1762614e-08	0.00026163986
a0	0.9847302	2.9712828e-06	1.5221193e-08	0.015266882
a20	0.9887271	0.0024336558	0.0014089567	0.007430234
a31	0.44659588	0.061370455	0.070796944	0.42123678
a39	0.99950016	1.9940007e-08	1.2070859e-08	0.00049983297
a41	0.9126243	0.030294733	0.031281106	0.025799893
a31	0.22067313	0.13603273	0.20702684	0.43626732
a28	0.9967589	4.5542464e-07	1.1480727e-07	0.003240483
a11	0.92972815	0.027838375	0.029587105	0.012846397
a20	0.87724787	0.032577317	0.026217857	0.063956946
a31	0.14108832	0.20411229	0.4715038	0.18329556
a11	0.99221414	9.323629e-05	0.0001687932	0.0075238873
</S>	0.0400119	0.08317874	0.8733196	0.0034897237
