 	se	aveva	vestito	la	figlia	l	avessi	portato	alla	chiesa	</S>
a23	0.7250135	1.7435585e-07	1.435506e-06	0.024330003	0.041980155	7.081665e-05	0.0001614474	3.280281e-07	0.00029820637	0.20657432	0.001569566
a31	0.06481902	9.291122e-08	3.161076e-06	0.37914246	0.54772925	2.4669025e-05	1.1432036e-05	3.655859e-07	0.00029481488	0.007376114	0.00059867126
a20	0.61527723	4.095617e-07	5.8026824e-05	0.0761844	0.29999202	0.00052780367	1.3160714e-05	2.0143435e-08	0.0031295577	0.004729776	8.750057e-05
a13	0.9493914	1.5374221e-06	1.1973986e-05	0.028543603	0.021278534	5.6261024e-06	1.1091652e-05	1.04235674e-07	2.7110225e-06	0.00075221236	1.248918e-06
a37	0.75021356	1.098485e-06	2.2536783e-06	0.041521326	0.20768206	6.21366e-07	7.001029e-06	3.7393607e-07	7.613237e-07	0.0005695125	1.5748283e-06
a31	0.26849014	1.4360495e-07	2.1682865e-06	0.047157127	0.684215	1.9797119e-07	5.9009203e-06	2.3155656e-06	1.1334662e-06	0.00012519375	7.0450164e-07
a43	0.02843808	6.9312245e-09	7.578228e-09	0.0025563883	0.96678334	2.6168025e-06	2.3320014e-07	9.50782e-09	1.651465e-05	0.002194098	8.73867e-06
a31	0.029492896	0.0011204731	0.057383683	0.07920102	0.43309158	0.033953972	0.028087407	0.32459348	0.012669047	0.00021046904	0.00019596331
a24	0.3586291	2.363576e-08	1.3184924e-06	0.022547968	0.5790636	3.2405635e-05	8.100122e-05	0.00017665251	0.0028305643	0.036191113	0.00044625302
a7	0.32493258	7.4417826e-06	0.0022489175	0.15985659	0.49988917	0.0022474062	0.0022152574	0.0058988663	0.0024721976	0.00020045962	3.1164942e-05
a31	0.17409688	3.0381598e-06	0.0012324953	0.10471042	0.6788905	0.0039099464	0.0059827655	0.020019611	0.010592622	0.00039750373	0.00016425647
a13	0.06427169	4.5918296e-09	1.3342021e-06	0.032190174	0.8240433	0.00013264365	0.0005444368	0.0009729981	0.009296436	0.06708597	0.0014610443
a28	0.23259124	0.00035274407	0.043503955	0.06558787	0.4403819	0.026218388	0.009726178	0.13078266	0.04940524	0.00053869927	0.0009111312
a20	0.72307485	7.725569e-06	0.0039358623	0.06179236	0.13792053	0.0015966829	0.0038877237	0.053695872	0.0125511745	0.00087874656	0.0006584163
a31	0.14755698	0.01191939	0.05592748	0.023391435	0.03328167	0.07621195	0.028240006	0.4913414	0.11691824	0.0079458775	0.0072656004
a37	0.6805041	7.4223095e-08	1.6609014e-05	0.06198473	0.14336148	0.0003218785	0.0015604474	0.012231523	0.028574938	0.065865606	0.0055787065
a1	0.7683706	0.0011465787	0.06459914	0.022037644	0.044949148	0.003291234	0.0009388787	0.056961995	0.02722182	0.0044726282	0.0060102646
a28	0.105091006	0.04268648	0.09975187	0.053336136	0.007151417	0.023312852	0.009018895	0.5732737	0.02328366	0.01950959	0.0435844
a1	0.8768525	0.0005782322	0.04118836	0.018293014	0.0048251525	0.00016227945	1.9057701e-05	0.0023746167	0.0031882625	0.045539547	0.006978927
a28	0.22286054	0.049137708	0.09022546	0.12762134	0.011774675	0.016267559	0.006105908	0.25836858	0.024039885	0.08594387	0.107654534
a31	0.69253165	0.0015906731	0.0650713	0.031508535	0.004429717	0.00078235846	8.0712816e-05	0.02231617	0.020107891	0.07054219	0.09103877
a20	0.71668303	8.331168e-07	8.176928e-05	0.046191078	0.0027853115	0.0001597495	0.0006678624	0.11931493	0.00955222	0.054134585	0.05042864
a31	0.39995283	0.05114501	0.3093297	0.02922737	0.007342267	0.010939016	0.0007429957	0.099494405	0.036280476	0.018513463	0.037032448
a20	0.83966833	8.7696463e-07	4.6919187e-05	0.030136185	0.0014239777	4.0872823e-05	0.00023602702	0.04917155	0.0036889934	0.043092668	0.03249362
a31	0.34662902	0.05831138	0.39173582	0.022472657	0.0058028125	0.0047834297	0.00030247087	0.0704055	0.024233071	0.020975256	0.05434858
a8	0.81054944	1.4544876e-06	7.1339426e-05	0.030510902	0.0014723128	4.26969e-05	0.0002584932	0.053966276	0.0038058003	0.05556755	0.043753747
</S>	0.14740993	0.16977143	0.45731473	0.030020861	0.0077895555	0.0045040096	0.00039492207	0.050474096	0.01187394	0.027915698	0.092530824
