 	forse	stanno	ancora	svegli	</S>
a31	0.24208383	0.0005252791	0.008689149	0.7479412	0.0007605786
a10	0.4317447	0.06046653	0.4577173	0.046624023	0.0034474744
a20	0.038554784	0.932892	0.025640344	0.0029072664	5.716416e-06
a31	0.03639206	0.7619273	0.18401739	0.016329765	0.0013335759
a18	0.45241868	0.008494868	0.5134235	0.02515786	0.0005051506
a31	0.021739768	0.34954426	0.46964225	0.051382348	0.10769134
a35	0.12674469	0.022413604	0.7969692	0.052004784	0.0018677041
a31	0.04963285	0.5497084	0.24519119	0.022575665	0.13289192
a10	0.0556975	0.09339831	0.8278306	0.017999196	0.0050743837
a20	0.10807797	0.8381061	0.041851982	0.0021871424	0.009776788
a29	0.6740647	0.22773482	0.04046534	0.024698127	0.033036914
a20	0.24650323	0.7123931	0.025161792	0.008907168	0.0070347353
a31	0.36495304	0.44901583	0.057378538	0.016448773	0.11220379
a28	0.37101674	0.40107724	0.08442432	0.103152715	0.04032907
a8	0.04863479	0.9297976	0.009889718	0.0007142833	0.010963563
a21	0.30784404	0.61506385	0.056498718	0.0008599558	0.019733379
</S>	0.16977163	0.3644136	0.047899973	0.0050798412	0.412835
