 	non	so	cosa	scrive	</S>
a46	0.006724616	0.9828016	0.0098159835	4.944278e-07	0.0006573885
a8	0.025100319	0.60167336	0.35729298	0.004158609	0.011774727
a31	0.03126855	0.7500715	0.19589873	0.0064750356	0.016286207
a13	0.2728919	0.10727892	0.6005318	0.0010930392	0.01820436
a31	0.033224523	0.18698183	0.6762615	0.10340678	0.00012535583
a28	0.011264962	0.17154855	0.816153	0.00010247585	0.0009311088
a31	0.010784235	0.0015440102	0.92132246	0.066222325	0.00012695215
a37	0.020600764	0.7480118	0.22871977	0.0019046196	0.00076300185
a31	0.03903017	0.0013541264	0.27434886	0.682139	0.003127854
a11	0.006995033	0.9807508	0.009216921	0.0022055395	0.00083156646
a31	0.05410494	0.0017578339	0.12704977	0.81541705	0.0016703369
a20	0.005316237	0.95481604	0.010391341	0.026628625	0.0028477458
a31	0.01365359	0.0029298924	0.01287876	0.96537805	0.0051597566
</S>	0.0038550878	0.015842672	0.00094293547	0.97306055	0.0062988237
