 	la	casa	la	costruiscono	i	muratori	</S>
a31	0.0215257	0.6375519	0.114065655	6.548887e-05	0.0013191113	0.2223442	0.0031279617
a18	0.183812	0.22953549	0.253633	0.327663	0.0044862246	0.0005661166	0.00030415674
a31	0.00032684658	0.00015898164	0.0016615347	0.9978264	2.3086126e-05	3.138104e-06	1.2810191e-08
a20	0.014356533	0.062378682	0.46699253	0.41471845	0.04106061	0.00040558405	8.766637e-05
a31	0.0013648423	0.0011370177	0.051764287	0.9453446	0.0003686846	1.8079523e-05	2.455451e-06
a37	0.022146223	0.049159016	0.9104837	0.017129252	0.0006932354	0.00025459353	0.00013391566
a18	0.02012947	0.009938747	0.2075677	0.75460094	0.007384441	8.2930375e-05	0.00029575307
a46	0.0036778178	0.0068763127	0.02652887	0.88371193	0.07798604	0.00091192295	0.00030722184
a31	0.003006704	0.03269048	0.024752747	0.17753293	0.7599866	0.0007755407	0.0012550624
a46	0.0040674643	0.017202467	0.038689423	0.93203306	0.0076784017	1.8776185e-05	0.00031045554
a31	0.007170277	0.013164816	0.000553865	0.021283764	0.92636794	0.02850889	0.0029504457
a46	0.0015753016	0.004935593	0.0039146096	0.9859487	0.0033144313	1.6036324e-06	0.00030965026
a31	0.01363677	0.017916247	0.0005648566	0.017691785	0.92715394	0.021694172	0.0013421971
a46	0.00956747	0.016273426	0.0024378651	0.9660836	0.0047606337	2.6794962e-06	0.00087439036
a31	0.03672814	0.04397325	0.002300705	0.04099507	0.8471401	0.026410652	0.0024521449
a18	0.30328947	0.4200714	0.0071399463	0.18091276	0.08449512	8.77264e-05	0.004003476
a31	0.10145924	0.2004453	0.002592354	0.20712529	0.4774913	0.008885917	0.0020007233
a37	0.4535047	0.35659555	0.004304826	0.034828097	0.14659882	0.00016883263	0.003999179
a13	0.07259527	0.33155316	0.00277753	0.28973982	0.29047367	0.007086198	0.0057743522
a31	0.16389953	0.4696492	0.002955508	0.03484259	0.30926815	0.0014957758	0.017889285
a20	0.21338004	0.28948426	0.0034784907	0.10833195	0.3765905	0.00018054908	0.008554156
a31	0.042976607	0.22358906	0.0075781103	0.20330857	0.41532975	0.013260558	0.093957365
a20	0.5718897	0.14301035	0.0016359439	0.010900938	0.26496744	0.00038266694	0.0072130277
a31	0.038836375	0.19590677	0.0031822894	0.12801257	0.4844489	0.02092009	0.12869292
a20	0.60767686	0.10152012	0.001246668	0.008421813	0.27479237	0.00038004568	0.0059621776
</S>	0.029132888	0.17005658	0.002838206	0.0802673	0.52042466	0.019424839	0.17785545
