 	la	casa	la	costruirono	i	muratori	</S>
a31	0.020255512	0.072051615	0.2427123	0.2540174	0.0008869988	0.40459546	0.005480708
a17	0.00054561184	0.0009732609	0.0032727548	0.9950664	0.0001220579	4.4416956e-06	1.5528818e-05
a39	0.006263992	0.015625212	0.033816792	0.9440358	6.0556267e-05	0.00019144446	6.1966575e-06
a3	0.0009790037	0.0009839848	0.0026641854	0.99502856	0.00013523677	0.00013665172	7.24411e-05
a35	0.00019547177	0.0002743473	0.0004760701	0.9989666	3.642327e-05	2.9536039e-05	2.1511483e-05
a31	0.000597659	0.0043131616	0.0035234569	0.9902997	0.0010718751	0.00014412004	4.996345e-05
a24	0.0016316208	0.005554284	0.062602624	0.929078	0.0006010875	0.000119676326	0.00041262765
a31	0.06917421	0.2507121	0.037234355	0.096035115	0.53733695	5.6656692e-05	0.009450696
a39	0.009130726	0.07144689	0.39583835	0.51534736	0.0028166217	0.0019106879	0.0035093445
a31	0.0338864	0.060155388	0.006979322	0.01317044	0.87158704	0.00030552573	0.013915791
a24	0.039176203	0.17495261	0.27998918	0.4489621	0.04266169	0.0005640041	0.013694267
a31	0.091085605	0.15156512	0.009332924	0.014627144	0.72710127	0.00010917652	0.006178704
a28	0.0943979	0.41461417	0.051415555	0.34273148	0.083612844	0.00063097774	0.012597043
a45	0.12770692	0.16418895	0.0074350312	0.0065141222	0.6907161	0.00012425124	0.0033146734
a31	0.034651026	0.14592619	0.05113982	0.011255797	0.70533204	0.0032441544	0.048451018
a20	0.122291945	0.62832016	0.114490725	0.005479399	0.072257034	0.016477143	0.04068355
a31	0.099782415	0.081821255	0.004210198	0.0004903582	0.79741186	0.00058309606	0.015700739
a8	0.44632933	0.40092728	0.0085992515	0.0382366	0.07999035	0.0022190774	0.023698088
a31	0.11011849	0.238039	0.052900117	0.0021098254	0.5175806	0.014790295	0.06446162
a20	0.5699579	0.2813756	0.0085498	0.037128568	0.044440992	0.004672284	0.053874932
a18	0.1415433	0.3447471	0.008514107	0.00032137465	0.4625223	0.0019833497	0.040368468
a31	0.14715433	0.42546895	0.002536734	0.000289762	0.35307676	0.002648474	0.068824984
a11	0.35303262	0.13086073	0.0040350016	0.016091462	0.32555154	0.022970846	0.1474578
a27	0.17696767	0.33889282	0.002258708	0.00046080147	0.4563987	0.00096636417	0.024054935
a31	0.6041035	0.21038944	0.0031057226	0.0089736115	0.14058937	0.011454548	0.021383822
a0	0.1912702	0.35764194	0.006693978	0.08192595	0.25240928	0.0014541916	0.10860451
a31	0.099408075	0.3824635	0.0057059475	0.00025785778	0.44879022	0.0006920192	0.062682465
a18	0.65685344	0.15662561	0.0064397426	0.038865425	0.06895914	0.003461988	0.06879472
a31	0.079909004	0.3201356	0.0027450607	0.0002513992	0.48303974	0.0019691917	0.11194994
a46	0.6800248	0.13174069	0.0054208236	0.034133814	0.07976196	0.0039368076	0.064981
a14	0.05935326	0.44228774	0.027380807	0.0021696098	0.25798336	0.012205098	0.19862011
a8	0.23398924	0.11995535	0.0011905982	0.0155194355	0.2794001	0.03965465	0.31029055
a31	0.08811874	0.42466098	0.013322328	0.0002740668	0.27784586	0.014219197	0.18155876
</S>	0.5058277	0.09466177	0.004879905	0.02671055	0.11532939	0.035520352	0.21707022
