 	Marika	non	ha	mangiato	mai	un	rustico	</S>
a8	0.19415978	0.3808183	0.05662724	0.0017774143	0.025814477	0.23959063	0.09835707	0.0028550357
a31	0.052394833	0.030862859	0.005065043	0.002511158	0.055419747	0.092905365	0.7600667	0.00077434233
a20	0.14636905	0.10866374	0.2730514	0.18858272	0.17245427	0.036050435	0.07473034	9.798663e-05
a31	0.027120339	0.069154054	0.88376683	0.014324732	0.0037218386	0.0016838898	0.00022706111	1.2682586e-06
a37	0.017454702	0.050116196	0.53929186	0.13376637	0.23803194	0.01828671	0.0030372625	1.4988866e-05
a14	0.16216658	0.106530525	0.48387456	0.10341669	0.1318951	0.008346517	0.0037612522	8.733683e-06
a10	0.20258428	0.09050046	0.26449612	0.06604706	0.29104063	0.083051555	0.0022767286	3.2241887e-06
a31	0.084556535	0.13051687	0.37403348	0.20726106	0.18343657	0.019056458	0.0011373407	1.6677719e-06
a37	0.02030614	0.12377099	0.5640248	0.016521975	0.03753954	0.20832385	0.029490516	2.2200382e-05
a10	0.16211489	0.37782642	0.23760395	0.122743584	0.06432736	0.030434402	0.0049209874	2.8459648e-05
a14	0.25933886	0.3766806	0.20456682	0.09544806	0.052332666	0.009698789	0.0019267339	7.504462e-06
a0	0.19175725	0.565665	0.17465487	0.041093018	0.02161454	0.0037374625	0.0014661533	1.1699179e-05
a20	0.1388616	0.663842	0.08818642	0.054696545	0.04062371	0.0039423984	0.009603523	0.00024377355
a33	0.06463066	0.83929604	0.07871367	0.009061822	0.0026846856	0.0006007578	0.0047049695	0.0003074482
a20	0.10581917	0.74807584	0.10931518	0.025929166	0.0041826265	0.00029738765	0.0054094982	0.000971081
a31	0.08275301	0.8944083	0.020632224	0.0009110235	0.00021183759	3.267878e-05	0.00064696366	0.0004040451
a0	0.27801037	0.64540344	0.0692402	0.0017051931	0.0007013796	0.00040144296	0.0034062385	0.0011317033
a41	0.46051016	0.4076728	0.057865463	0.026280917	0.004684219	0.0034100509	0.020972228	0.01860417
a31	0.26344803	0.6836017	0.027603317	0.0065930313	0.0011390634	0.00014961335	0.003912733	0.013552549
a37	0.37093255	0.5820594	0.029750748	0.0044556316	0.0022462825	0.0005265064	0.0075090076	0.002519919
a31	0.37384152	0.50555855	0.0627665	0.025305556	0.0046071857	0.0019768279	0.010395654	0.015548163
a18	0.6397779	0.34171668	0.0092792595	0.00034229524	0.0001831674	9.751633e-05	0.0068447925	0.0017583023
a8	0.24419053	0.5394486	0.07234743	0.017647581	0.004181103	0.003759022	0.030980399	0.087445386
a20	0.043781668	0.8413104	0.08702398	0.005072466	0.0016457351	0.0006145201	0.005610656	0.014940617
</S>	0.052467465	0.6558513	0.038185522	0.003850827	0.0014715737	0.0009968473	0.012164715	0.23501167
