 	un	forno	che	fa	buon	pane	</S>
a31	0.5750173	0.021652963	0.19354993	0.0014839807	0.00010596923	0.20471714	0.0034726874
a20	0.97339046	0.012622703	0.007577375	0.0008123098	4.768976e-06	0.0055853706	7.061613e-06
a28	0.09439244	0.84972847	0.038866967	0.016837891	2.8430784e-05	0.00014510124	6.748483e-07
a31	0.24811032	0.108697474	0.111760944	0.5211595	0.000773095	0.009398042	0.00010056329
a18	0.8335486	0.00091689074	0.13553643	0.0058724894	4.722637e-05	0.024046183	3.2275813e-05
a13	0.014539014	0.5605807	0.16612795	0.22788566	0.024665032	0.0055145347	0.0006872007
a39	0.16626559	0.40695822	0.19828849	0.20766932	0.0013105945	0.019363448	0.00014431945
a20	0.04523099	0.7071647	0.116090246	0.106278434	0.016328251	0.008467039	0.00044021683
a31	0.06731383	0.7181989	0.11166778	0.08675889	0.008344969	0.0074140127	0.00030163178
a20	0.18110682	0.06180836	0.4793368	0.21362466	0.00078254094	0.060333893	0.003006925
a39	0.085880905	0.7974645	0.011212554	0.046704426	0.034635387	0.020968864	0.0031333477
a18	0.22872879	0.71023095	0.03680085	0.012291554	0.006157836	0.0029113132	0.0028787388
a39	0.059805643	0.86338705	0.022240441	0.021382732	0.031350683	0.00062018074	0.0012132629
a46	0.03737808	0.9259726	0.015730578	0.0077521154	0.011724091	0.00030953033	0.0011330622
a38	0.20289582	0.43095753	0.1413861	0.06299875	0.13392076	0.012633415	0.015207676
a39	0.17327295	0.60710216	0.087686524	0.00952328	0.019569524	0.025055554	0.07778991
a31	0.18545172	0.5852882	0.016590482	0.021372011	0.13332169	0.005476877	0.052498918
a18	0.60059196	0.27507153	0.008724323	0.0053332923	0.0026484248	0.05631041	0.05132006
a31	0.019368079	0.83398604	0.031526458	0.027678842	0.06965284	0.0026433605	0.015144399
a41	0.67240113	0.20935516	0.006815038	0.0012387019	0.0010125395	0.058970492	0.050206896
a35	0.013491919	0.9339241	0.014901124	0.009584216	0.01923033	0.0011117891	0.0077564996
a31	0.2859862	0.25351107	0.019907802	0.04448967	0.23070224	0.02749127	0.13791175
a28	0.5037203	0.30480838	0.007430675	0.019931568	0.010791927	0.07404347	0.07927373
a27	0.010929227	0.9357165	0.0072161695	0.010370247	0.028068248	0.00058700115	0.007112686
a13	0.22620392	0.7099818	0.0028250536	0.0084238555	0.03757553	0.0066106548	0.0083791595
a46	0.024291145	0.8024069	0.015775187	0.026916536	0.12618293	0.0005439864	0.0038832435
a24	0.47537684	0.16031913	0.20217568	0.023906171	0.039292116	0.038513236	0.060416806
a39	0.29966125	0.5441752	0.010592685	0.006926637	0.026241193	0.011453978	0.100949034
a31	0.40528494	0.45738953	0.0075603616	0.014294683	0.07913262	0.0039563645	0.032381557
a11	0.5914075	0.2654836	0.0076518636	0.008183339	0.004307413	0.060590018	0.06237625
a31	0.012794877	0.9485414	0.0069751316	0.005912405	0.016377887	0.0009094662	0.008488888
a21	0.6699751	0.20694652	0.0059926533	0.003356426	0.002311868	0.056430917	0.054986514
</S>	0.011580863	0.8615389	0.029242206	0.011444288	0.052672364	0.0017901057	0.031731278
