 	non	è	li	dimentichiamo	mai	i	i	padri	e	le	madri	</S>
a31	0.035010368	0.050087087	0.012478782	0.025862722	0.023932172	0.0003361515	5.0023966e-05	1.07600005e-10	0.58049357	0.17283878	0.095624775	0.0032856273
a18	0.025373997	0.022518465	0.008978787	0.7253898	0.17047328	0.0010722752	2.1073432e-05	1.248045e-13	0.0027098416	0.0007152474	0.04274542	1.8768776e-06
a31	0.0023471303	0.0062388564	0.023153845	0.9670748	0.001179841	3.7637585e-07	2.8184718e-06	2.9499168e-13	6.8731356e-07	7.491901e-08	1.6388593e-06	1.3633094e-09
a20	0.05256049	0.04334345	0.024940353	0.49067515	0.13889137	0.20071417	0.005363484	6.382369e-10	0.02567455	0.009241848	0.008587665	7.480956e-06
a15	0.035034284	0.070300154	0.094987266	0.76510197	0.03443075	2.378712e-05	9.27547e-05	1.695401e-12	1.9929146e-05	7.1452205e-06	1.9774443e-06	2.4654486e-08
a31	0.4176118	0.04476039	0.023642955	0.47244868	0.040975146	0.00020385398	0.00013516536	9.570843e-10	9.231165e-05	7.1065726e-05	5.857298e-05	1.0834911e-07
a20	0.081741236	0.024594203	0.014854893	0.35067835	0.35768053	0.0036095162	0.0006427375	9.215727e-09	0.09068687	0.00600387	0.06950762	1.512524e-07
a11	0.039731517	0.2649505	0.13624427	0.2003986	0.31490022	0.03074872	0.011797833	1.443649e-06	0.0005945341	0.0005732232	5.8936166e-05	2.112896e-07
a0	0.051555026	0.1907636	0.14453232	0.3100993	0.28562504	0.0030875364	0.013322566	3.2581383e-07	0.00049063313	0.00016509175	0.0003585077	1.0745874e-08
a41	0.010558161	0.3511923	0.21690257	0.25684053	0.07096059	0.054080553	0.03519246	0.00033365935	0.0010972979	0.001210036	0.0016252142	6.6702787e-06
a20	0.019485302	0.26810145	0.19313921	0.23118195	0.21692741	0.02706745	0.04222817	6.817747e-06	0.0010279467	0.00026584833	0.0005680744	3.1097076e-07
a31	0.009440547	0.32369426	0.22240683	0.25220987	0.073487155	0.06642311	0.046846636	0.0006157984	0.0014254967	0.0010945518	0.002345106	1.05591935e-05
a30	0.012090971	0.026834918	0.024460211	0.3070322	0.44578826	0.0074557145	0.0076645873	3.7512143e-07	0.04327722	0.0030783582	0.12231106	6.0319885e-06
a31	0.010040749	0.36889052	0.24138242	0.2815091	0.05958037	0.0233302	0.013567184	0.000114589006	0.00043864205	0.0005302561	0.00059845153	1.749417e-05
a20	0.028513486	0.08614094	0.06578966	0.37020674	0.2749239	0.002769467	0.0035720156	1.315237e-06	0.014180909	0.0021559696	0.15146904	0.00027656386
a31	0.004345376	0.22832869	0.10110185	0.62192094	0.03824963	0.0034313616	0.0015844778	7.159801e-05	6.532142e-05	7.823947e-05	0.00080000825	2.2488852e-05
a37	0.020373622	0.06355116	0.10091719	0.6660108	0.12008308	0.0018165038	0.0032635883	2.876336e-06	0.002240137	0.0006543887	0.021028461	5.8136877e-05
a35	0.007188535	0.38231888	0.18418391	0.40073785	0.01833697	0.004745433	0.001806969	9.587821e-05	6.0268816e-05	0.00015081458	0.00031614187	5.8330705e-05
a11	0.014212662	0.3536142	0.33740076	0.23228613	0.00814795	0.0152793415	0.007892143	0.028512614	0.0002948934	0.0012734992	0.00053608033	0.0005497866
a46	0.0052985554	0.38181013	0.34015596	0.26408738	0.0040863683	0.0008825108	0.0021354828	9.874222e-05	0.000282434	0.00037798766	0.00076223665	2.2237846e-05
a31	0.019730456	0.03180058	0.022920646	0.025634151	0.02458565	0.1129271	0.045991052	0.70794755	0.0011721927	0.0035139266	0.0030295711	0.0007471678
a46	0.018514585	0.1400297	0.19869675	0.53889316	0.04008039	0.0002649241	0.00023498073	2.0709436e-05	0.0012468545	0.0011431287	0.05541117	0.0054636765
a18	0.063883215	0.19597134	0.15571474	0.20749685	0.025951333	0.06339118	0.014737189	0.20116258	0.0038415669	0.011625329	0.015570273	0.040654387
a31	0.019872176	0.15740937	0.24445881	0.15202454	0.034706492	0.005091503	0.001910309	0.026575848	0.052438885	0.027172051	0.066288255	0.2120517
a1	0.038289044	0.11453544	0.059064865	0.079280056	0.110574305	0.048959978	0.01091552	0.0007708534	0.015004092	0.04558164	0.07720716	0.39981705
a20	0.03177067	0.060309816	0.04828942	0.051077213	0.016707417	0.058162298	0.027712816	0.6933089	0.0014337826	0.0032696945	0.0037774188	0.004180506
a31	0.029363748	0.17682576	0.24238203	0.12790222	0.035484448	0.0038435394	0.0018955857	0.026757384	0.021080049	0.021614427	0.031846214	0.2810046
a27	0.051883668	0.117591426	0.06067139	0.06931565	0.18175793	0.09633336	0.035115287	0.0028975443	0.0133502735	0.035512216	0.077481255	0.25809
a31	0.10683411	0.36737987	0.13853724	0.075495146	0.045687776	0.10619954	0.06696292	0.08745619	0.00052325067	0.0033488395	0.0009260045	0.00064914924
a46	0.024155792	0.17219329	0.23832016	0.4505186	0.054541577	0.00041256676	0.00047079078	3.8945393e-05	0.0013512496	0.0014546338	0.052721996	0.0038203616
</S>	0.05209897	0.19440603	0.17409238	0.18913466	0.016297756	0.037667565	0.012400181	0.2815126	0.0033867378	0.00842126	0.0090837935	0.021498032
