 	lo	posso	finire	di	scrivere	</S>
a20	0.0008293449	0.20116638	0.58927405	0.20537552	0.0029637367	0.0003909954
a31	9.888024e-06	0.69356346	0.2698551	0.01638413	0.020093968	9.343977e-05
a39	0.0037313015	0.40637463	0.29988143	0.01071296	0.2780614	0.0012381793
a24	0.0004463149	0.12831156	0.8699271	0.001217202	9.7582495e-05	2.226141e-07
a18	0.031703413	0.54113877	0.4182443	0.005289298	0.00355107	7.3126816e-05
a24	0.041071165	0.4226838	0.46947524	0.018819297	0.04691523	0.0010352749
a31	0.09630256	0.51587534	0.13558638	0.033322267	0.20463328	0.014280097
a20	0.00028531166	0.048257064	0.7276461	0.21419409	0.0075726165	0.0020447401
a31	0.07026133	0.16953644	0.040873166	0.04767354	0.36546516	0.3061904
a1	0.0014005747	0.060020417	0.29267097	0.3829161	0.22628826	0.03670365
a31	0.07386099	0.031221109	0.0053425794	0.025084287	0.55457246	0.30991855
</S>	0.012256447	0.08969373	0.055205517	0.019577883	0.7461302	0.07713615
