 	allora	io	ora	sto	studiando	di	maestra	ma	ho	una	sorella	mia	sorella	studia	quest	anno	che	viene	per	medico	</S>
a31	0.06436429	0.019143416	0.0034403983	0.013175641	0.8985877	0.0002521038	3.251189e-11	2.6600283e-08	8.4611734e-10	3.2440317e-07	2.3628068e-12	5.010126e-10	8.209967e-12	1.1062628e-05	6.302018e-05	0.0006074164	0.00035022516	2.9083055e-11	2.0161215e-09	5.3794422e-09	4.372382e-06
a17	0.00030274666	0.0036312246	0.00955257	0.22993697	0.75108594	0.003954813	1.4412073e-11	1.5380878e-07	1.7196761e-11	2.6609632e-07	2.933822e-15	2.1617708e-12	2.0378584e-15	1.0128473e-06	0.0002543657	0.0009415213	0.00033841486	1.6293984e-12	1.1195479e-08	1.4210147e-10	5.935526e-10
a31	0.32923272	0.0006312126	0.00094432326	0.015704544	0.6478855	0.0029660957	8.311653e-09	3.9150164e-05	8.291398e-06	6.939979e-05	3.9075276e-10	6.1698103e-12	4.9703665e-11	1.8977615e-06	0.0019395123	0.0005596927	1.5146957e-05	1.5484933e-09	2.5655197e-06	6.410698e-11	1.914685e-09
a17	0.00013453247	0.00010762537	0.00022661657	0.0039596823	0.9948368	0.0004967964	2.2541402e-08	8.413823e-06	4.226217e-07	1.5387735e-05	3.399057e-10	8.7544155e-10	2.737262e-11	2.4585745e-06	2.9475937e-05	3.1267227e-05	6.4555235e-05	4.2902307e-08	8.588706e-05	4.5939576e-08	1.720278e-08
a31	0.0904873	0.0012665609	0.0029139433	0.04869061	0.8323156	0.010307388	1.6863086e-07	0.000104360515	0.00013036671	0.0002341908	4.6372914e-08	3.216342e-10	1.6747134e-09	5.202446e-05	0.010296754	0.0031256592	5.1227667e-05	6.908622e-08	2.358722e-05	7.0089284e-10	9.67425e-08
a34	0.00010482137	4.2736618e-05	6.935945e-05	0.0020082984	0.997493	0.00024550976	1.2659609e-09	1.0166632e-06	1.3736117e-08	1.6740202e-06	3.112704e-12	3.550221e-11	5.0301457e-13	3.9192048e-07	2.1605487e-05	5.901279e-06	5.4176166e-06	1.7464304e-10	2.2205256e-07	1.07591165e-10	9.0572383e-10
a1	0.0007857626	8.8657565e-05	0.00013765511	0.0040592966	0.9941533	0.0005256819	1.6005012e-08	8.771359e-06	8.647708e-08	9.474436e-06	5.2043734e-11	2.622211e-10	1.1641623e-11	1.1633928e-06	0.00018907446	2.7480264e-05	1.3003097e-05	1.2812542e-09	5.3254706e-07	2.721441e-10	2.0671367e-09
a35	0.010715337	0.0011073422	0.007819974	0.05590443	0.68734384	0.08785991	2.843221e-07	0.043151975	0.013874348	0.045851182	2.487022e-08	9.466555e-09	1.0041235e-08	0.0004567817	0.03562242	0.008813742	0.0010696056	1.3699274e-07	0.00039395376	2.0538106e-08	1.4768314e-05
a31	0.017604832	0.00029758018	0.0019103688	0.1282779	0.71428955	0.12990542	1.330744e-09	0.003535524	4.7780926e-05	0.0028827186	3.3252961e-10	1.0650917e-09	2.201307e-09	2.5548604e-06	0.0010584847	3.1392683e-05	4.7124657e-05	5.169516e-08	0.000105947285	2.7486767e-06	7.376711e-08
a20	1.0079308e-06	2.527789e-05	9.6785174e-05	0.033083722	0.9666001	0.00018556409	1.2001888e-12	3.5331724e-09	5.09947e-11	2.3701108e-09	9.313632e-15	5.4505516e-14	3.0798156e-15	1.9205395e-08	6.427903e-06	8.7065575e-07	5.675548e-08	7.5584883e-13	9.476542e-10	1.7660514e-11	1.0665813e-11
a17	0.02134738	0.000256428	0.0025053886	0.08556703	0.05292866	0.6988151	1.039826e-08	0.04165567	0.003876224	0.06931083	2.8465623e-09	2.1721236e-09	4.6026853e-09	0.00017717853	0.013298265	0.00018399124	0.00029612388	8.0125795e-07	0.009778805	1.994716e-06	2.287444e-08
a20	0.049432077	0.008421285	0.025099345	0.12596655	0.1834439	0.09025529	1.0674755e-06	0.31226096	0.020442517	0.13875793	2.9117007e-06	1.4149948e-05	1.944772e-05	0.00057634746	0.012840023	0.0005126649	0.0060939165	0.00024700258	0.023345415	0.0022506996	1.6563314e-05
a8	0.08372641	0.088699706	0.13284135	0.37554914	0.23624223	0.015214716	1.4931003e-07	0.029568199	0.0023106756	0.015699128	9.036317e-07	7.4221525e-06	7.687296e-06	0.00072797545	0.004263044	0.0010030576	0.0049331137	0.00010713437	0.0063889637	0.002676955	3.205882e-05
a31	0.030459883	0.08265591	0.10292934	0.16287848	0.4116646	0.007662006	0.00035408986	0.022658115	0.017583858	0.011811193	0.0015309714	0.0015567641	0.0023799725	0.004119644	0.009041258	0.01015164	0.031625744	0.005008111	0.049677778	0.031759124	0.0024915626
