 	i	bambini	non	si	vestono	da	soli	</S>
a31	0.005247868	0.9422276	0.0506337	0.0013241946	6.5128305e-08	0.0001771147	8.403262e-06	0.00038104283
a0	0.0011481559	0.9361012	0.053925212	0.008824033	3.5811085e-10	1.5439328e-07	1.6336803e-07	1.1092255e-06
a31	0.01926847	0.09170272	0.13609374	0.75267863	5.6569155e-07	4.875536e-08	0.0002557376	1.0495054e-07
a17	0.01433742	0.025957024	0.8842958	0.07526011	6.4621318e-06	0.00014140051	7.379982e-07	1.0255603e-06
a20	0.017977161	0.01027425	0.13911733	0.8325557	6.8005497e-06	3.4647377e-07	6.7842426e-05	6.429706e-07
a31	0.015986498	0.09093055	0.20372887	0.6888243	5.3268424e-05	6.850539e-07	0.00046371753	1.2056261e-05
a37	0.0004996799	0.8741812	0.118803434	0.006483517	3.924071e-06	4.3780265e-06	1.2914404e-05	1.1016345e-05
a15	0.030752532	0.14176527	0.5020194	0.31998965	0.0023733694	5.6417073e-05	0.0027375051	0.00030582736
a46	0.01550848	0.517206	0.19707386	0.2535794	0.001899192	1.5865558e-05	0.0146422535	7.4951065e-05
a24	0.1708635	0.24826825	0.28672177	0.055236176	0.05238545	0.014979352	0.14788918	0.023656406
a31	0.020757427	0.55400276	0.15183005	0.20469879	0.0019025618	1.0764072e-05	0.06671265	8.5057356e-05
a18	0.0018603723	0.75102645	0.23367195	0.009323688	5.6251527e-05	3.7843e-05	0.003935275	8.815451e-05
a11	0.2559106	0.33739215	0.31173614	0.049058683	0.018855672	0.0023376509	0.022465497	0.0022436164
a35	0.04379806	0.6085754	0.12901743	0.052513145	0.009667471	0.00011216569	0.15507703	0.0012393933
a31	0.106804274	0.5145175	0.15023264	0.022871576	0.067410894	0.007166185	0.12592751	0.0050694514
a13	0.0018702958	0.72513235	0.040081285	0.03582878	0.00070270867	4.8409065e-06	0.19328283	0.0030968746
a11	0.5122544	0.19094113	0.15289544	0.02511036	0.08288224	0.0009503745	0.030567294	0.0043987934
a31	0.06497527	0.5406363	0.052680597	0.0059883543	0.06816971	0.0014190461	0.24724118	0.018889546
a46	0.003944223	0.45767012	0.06225661	0.01377999	0.0038136863	0.0001428306	0.44976276	0.008629811
a31	0.11655281	0.072992645	0.059399813	0.027795007	0.28608656	0.003908968	0.3516277	0.08163645
a24	0.01657619	0.77139676	0.026939152	0.0026882158	0.0073049176	0.00064895855	0.14932582	0.02512008
a35	0.42980775	0.15263382	0.118781276	0.019508217	0.19125605	0.0016163901	0.041645348	0.044751152
a31	0.058942497	0.15370898	0.034103498	0.009753971	0.22144735	0.0046969606	0.39526471	0.12208212
a46	0.040757623	0.57843333	0.04177427	0.006425888	0.037182633	0.0018387411	0.25998017	0.03360728
a31	0.10733214	0.072490916	0.049743526	0.024463363	0.3729003	0.0055368883	0.24468648	0.12284636
</S>	0.032297112	0.6028986	0.0232858	0.0027322224	0.017947156	0.0015670939	0.26353392	0.05573816
