 	non	ci	dimentichiamo	mai	</S>
a31	0.26968	0.00018638097	0.01356617	0.69445986	0.022107584
a20	0.022797352	2.549267e-08	0.89895034	0.07800513	0.00024720415
a31	0.1350919	1.3732398e-06	0.8588314	0.006075089	3.3301944e-07
a11	0.11294432	1.6970818e-06	0.8291261	0.057846047	8.180141e-05
a20	0.7330903	7.979075e-06	0.26418296	0.0027056073	1.3237982e-05
a31	0.061113987	7.321291e-05	0.91873026	0.020064538	1.803896e-05
a11	0.023966262	2.9532762e-07	0.9607918	0.015227202	1.4405781e-05
a31	0.03642159	0.021137254	0.5944046	0.32845536	0.019581242
a18	0.007932952	4.032952e-06	0.9205432	0.07131442	0.00020540475
a42	0.0039385813	0.010574771	0.021515854	0.9549192	0.009051622
a31	0.008753533	0.0110264355	0.0634463	0.8975717	0.019202072
a18	0.04308521	0.00018421224	0.89780974	0.0550579	0.0038629195
a31	0.016626382	0.056835745	0.012504508	0.90715015	0.0068831192
a39	0.08130036	0.002633578	0.5160393	0.3448083	0.055218432
a31	0.08525989	0.41168556	0.020896763	0.4726504	0.009507409
a20	0.093085565	0.003488425	0.2902347	0.511149	0.10204233
a39	0.0774892	0.7085282	0.019292446	0.17866766	0.016022421
a31	0.103012025	0.44507688	0.0059712273	0.19779134	0.24814849
a14	0.031321008	0.0022506532	0.030348258	0.8094899	0.1265902
a46	0.037140355	0.8375533	0.0055835973	0.06241213	0.057310633
a20	0.09607036	0.59559226	0.025008034	0.24929117	0.03403819
a31	0.009367675	0.07510144	0.0041798074	0.6446705	0.2666806
</S>	0.042284172	0.06281299	0.009437245	0.2850051	0.6004605
