 	sta	seduta	nel	giardino	</S>
s	0.994455535	0.0055189871	2.4745648e-05	6.6391427e-07	9.49685725e-09
t	0.996909911667	0.00301066856667	7.86773993333e-05	7.16569556667e-07	1.51419969167e-08
è	0.799100653889	0.200790892989	0.000108038770778	3.64251666222e-07	3.97717613056e-08
i	0.442062761296	0.55589176433	0.00202971763126	1.44858705361e-05	1.2367729271e-06
k	0.497927947099	0.489150755777	0.0128871525438	3.24106501787e-05	1.73163670903e-06
a	0.515606944366	0.453235952926	0.0310307198479	0.00012124403006	5.17793950301e-06
s	0.243036990122	0.615460897642	0.103221596616	0.0106005355867	0.0276800344838
i	0.159687110041	0.634970745881	0.153692905539	0.0146579064622	0.0369913443613
m	0.132870280014	0.52524456196	0.276154801846	0.0268181020874	0.0389122276538
m	0.212707013338	0.252273558987	0.452834053949	0.0328219583625	0.0493633912179
è	0.280622854446	0.213261964662	0.462165341316	0.0154979608542	0.0284518558726
n	0.191354984815	0.339760731554	0.341296167105	0.0859979606847	0.0415901320909
i	0.105754626938	0.283503890518	0.269398425702	0.259712680228	0.0816303573636
s	0.0736459743127	0.145128663506	0.306189825234	0.301239330076	0.173796189121
t	0.113863794771	0.0801516011687	0.456171551745	0.174880953359	0.174932064374
o	0.139259088257	0.0719343587229	0.480933343915	0.12683032112	0.181042869458
n	0.0872359427523	0.073117486241	0.325415741305	0.268684483707	0.245546353153
g	0.0834064375841	0.035524533847	0.452400180435	0.268305749902	0.160363124384
h	0.0798170958614	0.012338129129	0.699944926812	0.130006628634	0.0778932334613
i	0.0417640359538	0.0152710174563	0.548903288937	0.208277679545	0.18578395982
a	0.0305787916513	0.0230004151521	0.235943089646	0.347485216515	0.36299245994
r	0.0263547788838	0.0243250777174	0.110507963215	0.382961688838	0.45585046998
d	0.0395488522946	0.0180480762258	0.291153874405	0.313206736279	0.33804248066
ì	0.0415739140982	0.0138326457286	0.347418671468	0.291278995426	0.305895807553
n	0.0365245596994	0.0243689039095	0.147821643823	0.435058748475	0.356226155851
o	0.0405708382331	0.0331861759698	0.0847955396077	0.422284022825	0.419163438617
</S>	0.0399717391165	0.0359080419849	0.0634303473038	0.305613571413	0.555076319308
