 	vado	trovando	un	forno	che	fa	pane	buon	e	non	so	dove	è	</S>
i	0.87050005	0.12946960855	2.1300422e-05	5.51442595e-06	1.658936265e-06	7.47587153e-07	9.90219786e-07	5.65843305e-08	1.39440815e-08	9.86717335e-09	5.3407593e-09	7.54946735e-09	5.6126447e-09	4.9795219e-09
p	0.766764583333	0.21645713285	0.0164826529213	0.000241091457983	4.92362320883e-05	3.901682451e-06	1.27371260867e-06	9.54447268333e-08	1.30383530667e-08	7.86681948333e-09	3.21108071667e-09	5.20768153e-09	3.30879447333e-09	2.65226763333e-09
à	0.749216527778	0.22753891095	0.0228567651071	0.000318212468994	6.42074998394e-05	4.500351799e-06	7.3527144289e-07	9.57784422778e-08	2.09462275889e-08	5.13691242778e-09	2.47484485556e-09	1.28737479233e-08	2.18906306444e-09	1.60197714444e-09
o	0.546835502593	0.37972236365	0.0733052048357	0.000113245729331	2.17869294031e-05	1.530199869e-06	2.69155867563e-07	5.45222592493e-08	2.2101174213e-08	3.91389424926e-09	1.99362068185e-09	1.53805738778e-08	1.78244420315e-09	1.21910813815e-09
v	0.298892837531	0.606698467883	0.0938013099452	0.00058993582311	1.6365051781e-05	9.21604210333e-07	1.33618549121e-07	3.07755999064e-08	7.500380761e-09	1.38464083842e-09	7.0246328495e-10	5.1998984336e-09	6.3204017925e-10	4.1794213215e-10
r	0.452989789177	0.510122702628	0.0360946302984	0.000777096167703	1.48206713937e-05	7.72282963444e-07	1.32703849707e-07	4.95927149688e-08	8.84573459367e-09	4.43406782814e-09	2.03598052265e-09	2.87465231553e-09	4.3300762295e-10	1.6223659015e-10
ì	0.543242653059	0.359030254209	0.0965281120828	0.00109539574923	9.04592095979e-05	1.15474829145e-05	9.32014749902e-07	5.82983678323e-07	6.57208208646e-08	8.57588194271e-09	3.56365684088e-09	8.16792737184e-09	6.5054675765e-10	1.8172784005e-10
s	0.345745327686	0.447598091403	0.200344237361	0.00584172641641	0.000451772969866	1.65122538715e-05	1.5223069833e-06	7.35385074774e-07	7.85412844882e-08	6.02325916424e-09	2.29416606563e-09	8.80736892328e-09	5.0620670255e-10	1.69013697683e-10
k	0.356156812562	0.482872517134	0.15326761712	0.00711618790547	0.000571491743289	8.72754752383e-06	5.7731808611e-06	7.01287140258e-07	9.87842723627e-08	3.10111755714e-08	4.00080920405e-08	3.13857374404e-08	1.62140350085e-09	3.88808423561e-10
o	0.334708813521	0.354975399045	0.293847060373	0.0160654632352	0.00038889623443	6.55511884128e-06	6.86400239037e-06	7.07955525419e-07	1.08028647788e-07	3.96833500905e-08	5.35295395468e-08	3.89960497801e-08	2.04674915695e-09	5.08293597854e-10
