 	ho	rotto	una	bottiglia	</S>
è	0.7191136	0.2804909675	0.000378205995	1.700953463e-05	2.5092933e-07
g	0.689017766667	0.307914749167	0.00302085964833	4.42905219633e-05	2.40115565333e-06
l	0.861757022222	0.134311678889	0.00386986211611	5.79890589878e-05	3.50091571778e-06
a	0.687493527407	0.308176948796	0.00430348127204	2.43789742293e-05	1.69918893259e-06
s	0.429211395802	0.563633289599	0.00693867595735	0.000213212735643	3.4668865042e-06
a	0.326247398601	0.588395349866	0.0850289815191	0.000315322355214	1.29619895014e-05
m	0.2709626162	0.582768916622	0.113083680173	0.0294109135817	0.00377388174817
i	0.220115403067	0.424613005541	0.308812006391	0.0411160751939	0.00534354728272
a	0.105659128689	0.214735511847	0.593943648797	0.0786160207313	0.00704573012757
b	0.0957249028963	0.151296040616	0.435298524932	0.237174360244	0.0805062060425
u	0.0884776629654	0.117236684539	0.263465356977	0.408409096748	0.122411250014
t	0.0639701129885	0.0728014091797	0.199326367659	0.510870548916	0.153031588005
t	0.201565347663	0.0467711557266	0.085940524553	0.515839816305	0.149883160002
ì	0.231119077221	0.0274218145755	0.089950014851	0.449247555435	0.202261540667
g	0.091142688407	0.0262829271918	0.127937531617	0.408887851812	0.345749003556
l	0.260530854136	0.0272060337306	0.114650337206	0.337491787271	0.260120954852
i	0.318510570712	0.0276287709102	0.0782537190687	0.296801275757	0.278805621951
a	0.120924379237	0.0247576876367	0.0639382753562	0.344062301919	0.446317337317
</S>	0.0709575291185	0.0235183238183	0.0614666811781	0.364212350959	0.479845088659
