 	nella	pasta	vuole	sale	</S>
s	0.96841207	0.0313060464	0.00028126459	6.3997227e-07	2.46182165e-08
t	0.969251703333	0.0305312993	0.000216360049	4.97486303333e-07	7.73369898333e-08
i	0.708196904444	0.2915444996	0.000257940828667	4.51543721111e-07	1.20215956611e-07
p	0.384196258148	0.596150899867	0.00816087158956	0.0111233700699	0.000368549900019
à	0.261580766049	0.644430999956	0.0784544545299	0.01503297299	0.000500782818006
s	0.17662860535	0.709224199985	0.106013765843	0.00714263263	0.000990777090669
t	0.167768871783	0.778579656662	0.0481485406143	0.00434504055667	0.00115789565622
a	0.136308087261	0.584825935554	0.267378554538	0.0104689538656	0.00101852114474
t	0.086509179087	0.309558078518	0.488079498179	0.0494644449552	0.0663888258816
è	0.0657434476957	0.196791579506	0.489079099393	0.136076201652	0.112309687294
l	0.0529547825652	0.127182395169	0.506621816464	0.211537333884	0.101703704431
i	0.0426573161884	0.086370933723	0.377279925488	0.359240561295	0.13445127481
à	0.0336198393961	0.050640190241	0.232394175163	0.495826587098	0.187519191603
l	0.0303103694654	0.0383798550803	0.179754138388	0.518804442366	0.232751187201
a	0.0342689854885	0.0379023650268	0.115690394129	0.447153994122	0.3649842624
</S>	0.0361905677443	0.0382247635134	0.0838464940645	0.361008747061	0.4807294312
