 	se	vieni	alle	sette	se	no	non	vieni	più	che	non	mi	ha	</S>
a	0.4519052	0.54396081	0.003754195	0.000368336718935	4.3736338384e-06	5.4157470602e-06	5.2816364795e-07	2.049702706e-07	6.1032955135e-07	8.22659883e-08	5.56506655e-08	5.534963355e-08	5.44582719e-08	5.453131288e-08
n	0.394750293333	0.485024156667	0.0898586816667	0.0302636737189	5.54872831717e-05	2.67718727269e-05	2.03366727479e-05	2.030315906e-07	2.7223908135e-07	2.95733897333e-08	1.89576593067e-08	1.89296523433e-08	1.8556326008e-08	1.848655139e-08
è	0.305491344444	0.273612135556	0.324646800556	0.0961064379063	7.80757783906e-05	3.76504202423e-05	2.71093610593e-05	2.09689151867e-07	1.67225863783e-07	1.40686800111e-08	8.50117757557e-09	6.71791889443e-09	6.364693504e-09	6.27887372e-09
r	0.163946776148	0.260073101852	0.475489566852	0.100378719302	7.47414234635e-05	2.72074750808e-05	9.56672792977e-06	8.6673752289e-08	1.74767904594e-07	7.64455757037e-09	5.17444004186e-09	2.61043643814e-09	2.32323125133e-09	2.21394319333e-09
t	0.389371900049	0.239821933951	0.324299233951	0.0464138711673	6.82456107545e-05	2.09875394936e-05	3.56485371592e-06	3.84481834297e-08	1.71545904698e-07	3.32072163346e-09	1.99366345729e-09	9.4912670938e-10	8.3275607511e-10	7.66687876443e-10
i	0.44248832835	0.153024141317	0.28968748965	0.114767405122	2.31202769515e-05	8.1737411312e-06	1.22229353464e-06	1.45228205766e-08	6.13092015993e-08	1.64974652115e-09	1.05409216576e-09	3.99271829793e-10	3.3242899637e-10	3.27138764148e-10
s	0.24937475445	0.162892087106	0.370906369883	0.214215101707	0.00172166262942	0.000543681709544	0.000342880503835	2.76062893626e-07	3.17288447407e-06	6.18535027372e-09	1.05955374192e-09	3.13455556598e-10	1.88686707123e-10	1.89073314716e-10
e	0.189471691483	0.153180015702	0.298898113294	0.354924033902	0.00233000384981	0.000729624681515	0.000461918050278	3.76502810542e-07	4.21984862202e-06	8.20184192457e-09	1.41694274731e-09	5.00084268866e-10	2.57191474041e-10	3.63710231572e-10
s	0.116524517161	0.119047661901	0.270091421098	0.468825254634	0.0144708712566	0.00364432697217	0.00730888956576	3.71911856162e-05	4.97336081713e-05	1.55707150142e-07	4.81594848244e-09	9.88142176289e-10	4.46563958014e-10	4.81198630524e-10
e	0.0930829040537	0.106494402634	0.239668860366	0.523154378211	0.0205712686189	0.00649522899072	0.0104174825219	5.00785630054e-05	6.52131862904e-05	2.10059138714e-07	8.11565499415e-09	1.3329359921e-09	5.60364552671e-10	8.84312430175e-10
