 	viene	fabbricato	</S>
è	0.63832565	0.358349415	0.00332489855
r	0.447260716667	0.545544388333	0.00719488251667
k	0.497223322222	0.495738672778	0.00703799567222
e	0.480057384074	0.440154784259	0.0797878067241
t	0.389648754691	0.503455908086	0.106895322241
e	0.343486394897	0.399806292695	0.256707300747
f	0.171533034966	0.405994027565	0.422472913582
a	0.111606071655	0.363908262522	0.524485651194
b	0.064353331885	0.251197657507	0.684449017065
b	0.0964387286283	0.379387235836	0.524174035688
r	0.185497319543	0.450118225279	0.364384431896
i	0.154871064314	0.49224484176	0.352884080632
k	0.0529857593713	0.451468190587	0.495546063544
à	0.0346563155904	0.255048203529	0.710295511181
t	0.0973378241968	0.203198837843	0.69946335706
o	0.140171024732	0.181295922614	0.67853303902
</S>	0.127670982366	0.169171066307	0.70315791951
