 	che	non	li	aspetiamo	</S>
n	0.9686116	0.031166775	0.0001195315475	0.0001013119536	7.78891397e-07
a	0.68604444	0.313806338333	0.000114651780833	3.42168249e-05	3.13188650333e-07
m	0.34573415	0.431054107778	0.160888535074	0.0482221530463	0.0141009967202
i	0.228214956667	0.369839850926	0.318088385025	0.0647445868488	0.0191121951401
t	0.179625795556	0.380675200309	0.371207421675	0.0317236617829	0.0367679146134
u	0.141507453185	0.25293856677	0.473014293892	0.0840444209276	0.0484952608711
s	0.076932026395	0.161930211257	0.421346311297	0.176301976976	0.16348949629
m	0.0444790917983	0.102432946086	0.222461327099	0.154428230659	0.476198448763
ì	0.0395057462661	0.093788915362	0.1783679957	0.11346706522	0.574870332921
n	0.0517614897554	0.151513841787	0.3257874019	0.107264518407	0.363672774307
o	0.0451361282518	0.150723577929	0.307761330633	0.184317072802	0.312061888102
m	0.122334153417	0.110267029976	0.229034380211	0.251087267601	0.287277164701
e	0.148986834806	0.0960151626587	0.186674555737	0.246503432534	0.3218200069
</S>	0.087653972903	0.0621680903294	0.115553141369	0.277915416267	0.45670937845
