 	è	facile	che	stanno	ancora	svegli	</S>
è	0.74109247	0.258734412	0.0001238672895	2.34952968e-05	6.5207906e-06	1.107176773e-05	8.15082717015e-06
f	0.574587976667	0.396155160667	0.0286072366195	0.0005535997068	8.53401319333e-05	6.68228639667e-06	3.98938357015e-06
à	0.440974922222	0.519699250222	0.0384763937732	0.000730286991067	0.000111464246936	5.08767008456e-06	2.60588024305e-06
c	0.298884510741	0.671196403407	0.0295946891577	0.000282626755822	3.91154012703e-05	1.76544873052e-06	8.83964789017e-07
i	0.211005770247	0.636321467802	0.148721784386	0.00393407542194	1.57228565568e-05	7.8070342684e-07	3.06339488006e-07
l	0.175786536749	0.443043465934	0.329046844795	0.0514037808073	0.000623953225652	7.85015962423e-05	1.68230219993e-05
e	0.13829083225	0.268190755311	0.501517584932	0.0910431336024	0.000829427618551	0.000105349933081	2.28480991998e-05
k	0.149914577417	0.172278660437	0.566949991644	0.107964427867	0.00277393048285	7.90153486937e-05	3.93237722666e-05
a	0.141924614806	0.113530635479	0.482038893881	0.257662145956	0.00457303536095	0.000218758569565	5.18752307555e-05
s	0.070349208602	0.0735752408263	0.418631494627	0.429989605319	0.00560587518698	0.000260945436522	0.00158760055359
t	0.0532930942007	0.0928830759421	0.343657428209	0.488237371773	0.00485086083899	0.000168074655507	0.0169100558512
è	0.0522197004002	0.102049235314	0.27030139607	0.542368280591	0.011212093723	0.0013077202985	0.0205415801837
o	0.0435560691334	0.065182133438	0.214652112023	0.542927250197	0.0928658705743	0.0335083874328	0.0073082175279
n	0.0918302897111	0.0962936994793	0.202878604008	0.428788240066	0.131231998191	0.0440429398109	0.00493427284263
e	0.11090050857	0.108290066493	0.175112382336	0.289911493355	0.200428477397	0.103698250604	0.0116588603809
a	0.06118741919	0.0609259954977	0.0943599727787	0.208127011118	0.322892982466	0.231408980201	0.021097665127
n	0.06502285273	0.0633099884992	0.0910371052596	0.223485203706	0.317792900822	0.1969079534	0.042444006709
k	0.123936406243	0.104286632833	0.100970991753	0.178976029235	0.197487640607	0.0840664308	0.210275882236
ò	0.115126733748	0.091952399611	0.0766991695843	0.131222067745	0.157697847202	0.0809057799333	0.346396027412
r	0.0695114195827	0.060252568537	0.0809096305281	0.195381719248	0.286741712401	0.0781516209778	0.229051339471
a	0.0680003065276	0.063753298179	0.087671775176	0.180751693083	0.296581437467	0.194311474659	0.108930016824
a	0.0491913521759	0.048662805393	0.0573652500587	0.0989450016943	0.206017739156	0.346533144886	0.193284718941
t	0.039340168392	0.0351607824643	0.0426089566862	0.0619840268981	0.161485136385	0.251987864962	0.407433079647
s	0.0379163931307	0.0789180774881	0.0338394713954	0.0405758907994	0.097228324795	0.102567727821	0.608954146549
ù	0.0357912620436	0.0959360868294	0.0300997312985	0.0351332320998	0.110381204265	0.156556968774	0.53610154885
n	0.0365968023479	0.0564993782765	0.0372176560995	0.0543173230333	0.234896551422	0.270208916258	0.31026338295
n	0.184472677449	0.0464822120922	0.0601090323665	0.0642720943444	0.229467893807	0.190188578753	0.225007504317
i	0.230837043483	0.0404459170307	0.0634106211222	0.0542594164481	0.136117727936	0.159612156251	0.315317124772
t	0.250327335494	0.0399151566769	0.104827432707	0.0515756784827	0.0820837106453	0.146939699084	0.324331021591
i	0.265703763165	0.0487968978923	0.127260209902	0.0581339048276	0.0503799892151	0.0804629266947	0.369262353864
</S>	0.157315518583	0.0491831839461	0.088153618451	0.0543819334138	0.0483364711076	0.0865671833474	0.516062146932
