 	se	vuoi	restare	sempre	magro	non	magniare	la	sera	</S>
a	0.479378385	0.49786275	0.022408983145	0.000323634173495	2.50336238316e-05	3.905550325e-07	1.9090029692e-07	1.4716796515e-07	3.7428011605e-07	1.0466495135e-07
t	0.488828135	0.49713179	0.00924006347833	0.00476577580683	3.38366338316e-05	1.48011967833e-07	6.588423542e-08	4.975848675e-08	1.25861209417e-07	3.50852283293e-08
e	0.474902645	0.512477953333	0.00633559315944	0.00624691823951	3.67760254012e-05	6.95029462777e-08	2.48385407733e-08	1.758247145e-08	4.31766147057e-08	1.17942149224e-08
l	0.383961575	0.576805634444	0.00976105738648	0.0291267650504	0.000343372365924	1.43412869376e-06	9.72956040578e-08	4.648871475e-08	2.02914834352e-08	4.39022917413e-09
ì	0.290469715	0.450238804815	0.222084920462	0.0367585525011	0.000445884759741	1.90318413792e-06	1.29688513353e-07	6.358748725e-08	1.34618790117e-08	5.39428342471e-09
s	0.190779181667	0.419117314938	0.377205506821	0.012676352218	0.000220856784347	7.06292699307e-07	5.3908793451e-08	3.289092625e-08	5.67526501057e-09	5.38578286824e-09
i	0.187265557222	0.447120818313	0.360663785607	0.00480245662267	0.000147009940016	3.49155829769e-07	2.4331342817e-08	1.620943075e-08	2.12852977686e-09	2.02673981608e-09
n	0.167331652407	0.367468466104	0.432878711869	0.0318010408576	0.000496565698572	2.35330184599e-05	1.73639781057e-08	1.781752975e-08	1.28991565895e-09	8.84282970693e-10
a	0.125021884136	0.244361645368	0.561223870623	0.0686748636192	0.000680555599524	3.71472914866e-05	2.31251408686e-08	1.90573749167e-08	2.05052845298e-09	8.52260755564e-10
m	0.117833251379	0.164298855123	0.466182360208	0.17284675454	0.0758840014998	0.0026514556425	9.7947191166e-05	0.000205192068661	4.68128306177e-08	1.67249552119e-07
ì	0.112997627126	0.130878146708	0.346855490069	0.303140064847	0.102128215333	0.00359527840417	0.000131166198789	0.00027364721677	8.98008822059e-08	2.56302902706e-07
n	0.0812202673753	0.100343807236	0.477902030023	0.278798511616	0.0601470732777	0.00145205901139	4.4599491963e-05	9.14257961767e-05	5.94830588586e-08	1.19851692012e-07
i	0.0745089607918	0.091462692412	0.437526186674	0.299766163872	0.0926567577592	0.0040106130238	3.65809332877e-05	3.19351140956e-05	3.91834050762e-08	5.9515663114e-08
p	0.0714040249306	0.0757124074707	0.242625347558	0.381569971291	0.219389442586	0.00809647634127	0.000826075676429	0.000375568056699	1.48864334359e-07	5.24831004371e-07
à	0.0662335029769	0.0657735241569	0.153320874519	0.400443937097	0.294132454195	0.0184661097804	0.00110709308414	0.000520049795566	1.07381839479e-06	1.35871440146e-06
n	0.0609789669923	0.0634810750523	0.175876221506	0.365620475699	0.283342584732	0.0476698109268	0.00262791402005	0.000400233741855	1.45326579826e-06	1.24403965382e-06
t	0.106361881664	0.0611819953508	0.134895116502	0.3000081919	0.342424561577	0.0487891316423	0.00595779534002	0.000371951490618	5.79633519942e-06	3.55739350461e-06
a	0.128753650555	0.0661930801169	0.0838901661673	0.2521652973	0.425754700526	0.0332481985474	0.00714739201334	0.00282048450687	8.02254706647e-06	1.89830615015e-05
l	0.0775758068517	0.0557326033723	0.0727590080558	0.2048760691	0.452681186842	0.0862878695158	0.0410686199044	0.00891099483562	6.24916093555e-05	4.53215108338e-05
e	0.0668865789506	0.0583045144574	0.0694623906853	0.1780735597	0.423930088947	0.122238041505	0.0614349699681	0.0193605742785	8.71668961185e-05	0.000222075758278
t	0.0615605253169	0.0542153978191	0.0596959642284	0.131272716567	0.347924576316	0.173891948835	0.141040283323	0.0290009540928	0.000836564265039	0.000561024612759
t	0.0314276627723	0.0235068749397	0.0220148673095	0.079606622189	0.467649152105	0.164068460945	0.183248334441	0.0244208826976	0.00318519928835	0.00087190998092
ò	0.0280494985908	0.0244859493132	0.0253363526698	0.0671953873963	0.483600284035	0.224474308315	0.105674309147	0.0370668095659	0.00325488022945	0.000862202380307
m	0.0296137095303	0.0276952457711	0.0295524798899	0.0608407111321	0.250658648012	0.339616616105	0.159667274049	0.0951564998553	0.00416670467648	0.00303208571344
i	0.0291040675101	0.0276539855904	0.0277888839633	0.0486320443774	0.144585962671	0.270603492035	0.241278798016	0.181006516618	0.0168174955588	0.0125287212378
f	0.0324702678367	0.0259055138635	0.0240303287544	0.0413960324591	0.094330569557	0.187006626012	0.263635022672	0.208652188873	0.10453774052	0.0180357154126
à	0.0268838662789	0.0186005276212	0.0159859923515	0.0314577908197	0.0669833131857	0.144812917337	0.252826237557	0.231341199624	0.12504801084	0.0860601414709
i	0.0273095754263	0.0245683378737	0.0241729034505	0.0309715446066	0.0503070333952	0.129933294112	0.218726152519	0.300973539875	0.0580975599467	0.134940017157
