 	non	vuole	mangiato	mangiato	tutta	una	volta	</S>
e	0.73450342	0.265380475	8.46693435e-05	2.636226525e-05	3.96937575e-06	1.00081768e-06	6.47837885e-08	4.150317e-08
t	0.557006086667	0.426240965	0.0142975806668	0.00239279186425	6.00591234167e-05	2.45149298e-06	4.05732266333e-08	2.26199680867e-08
è	0.385183102222	0.591797078333	0.0197576195556	0.00318105635206	7.82125737222e-05	2.90698226433e-06	1.66088077444e-08	1.92608117822e-08
l	0.252276907407	0.733255396111	0.0133716531852	0.00106857439033	2.64198278774e-05	1.03531649911e-06	7.85908974813e-09	1.81777973274e-08
i	0.200863723802	0.67090696537	0.127559919395	0.000657281172443	1.16139520125e-05	4.7965970637e-07	3.63995008271e-09	7.32628900913e-09
f	0.171843442601	0.62341388179	0.194627786465	0.00683137589081	0.003273016046	1.04589803021e-05	2.67815904276e-08	7.26751683638e-09
a	0.153989690867	0.51415025393	0.304929242155	0.0223149876303	0.00458745466533	2.82670707674e-05	4.84164151425e-08	5.20235202788e-08
m	0.123145660289	0.35848138131	0.377748534052	0.0334221435434	0.106842629205	0.000358197273589	6.86017210048e-07	7.74460090093e-07
è	0.0999547050963	0.256336597103	0.367082431351	0.132170048848	0.143933531902	0.000519524521196	1.87187540335e-06	1.31616943003e-06
n	0.0666840820321	0.141479357701	0.452194343784	0.279493796283	0.0597158528007	0.000422765037065	8.98300180112e-06	8.15886155343e-07
o	0.049407759344	0.0889837169003	0.373039594595	0.353010608761	0.125693440934	0.00984431187902	1.3406827267e-05	7.15003199711e-06
o	0.0508493317813	0.0685926846334	0.232756384865	0.344237619587	0.272803163645	0.0305955879597	2.88415087557e-05	0.000136385702999
l	0.0524830692604	0.0628551738778	0.151799318288	0.245812719862	0.456729187882	0.0292776995532	0.000221427519585	0.000821408501
i	0.0489703154201	0.0559735129593	0.105380276096	0.180596806621	0.499024462627	0.106793586751	0.000812614389862	0.00244842450033
m	0.0493250674734	0.0553211216531	0.081071064032	0.147263622207	0.508318487542	0.133292577917	0.00575520036329	0.0196528325001
i	0.0531645504911	0.0585211252177	0.0723506600107	0.119737670736	0.480451812514	0.177294351639	0.00942596688776	0.0290538615
a	0.050488097497	0.0529040560726	0.0654263266702	0.108583651579	0.291424227505	0.397804377213	0.0131786953959	0.0201906038333
f	0.048545660499	0.0507407096909	0.0620840088901	0.099900405193	0.292600025835	0.346846781071	0.0518976457986	0.0473847786111
o	0.047267679833	0.0493423885636	0.0587175952967	0.089752801731	0.271520955278	0.27024921569	0.1236138666	0.089535499537
r	0.0405018829443	0.0421648948545	0.0457456367656	0.0617609539103	0.190874398426	0.24811314623	0.261648465533	0.109190613179
à	0.0347159863148	0.0361461099515	0.0374723162552	0.0473416666368	0.156118762809	0.216526433077	0.291027115178	0.180651587726
</S>	0.0301317031574	0.0309276924758	0.0326607251276	0.0413069313184	0.105491111405	0.294215431538	0.219976807589	0.245289583863
