 	devo	comprare	il	pane	ogni	giorno	</S>
è	0.95186188	0.0186477882	0.0275295965	0.0019316543645	2.8499690185e-05	4.1619986325e-07	2.758505265e-07
n	0.72710013	0.245970648733	0.0260317508333	0.0008763680645	2.09293885183e-05	1.94189329917e-07	9.7540606e-08
a	0.347459139	0.512253669578	0.139487289278	0.000780350998167	1.94201273728e-05	1.17669962539e-07	3.33080590667e-08
a	0.171098215333	0.477977736526	0.304604463093	0.0405847651761	0.00571050303866	1.48988573067e-05	9.40252316392e-06
f	0.140396091778	0.269810959842	0.390027107698	0.180204620059	0.0195042263462	4.41492634356e-05	1.28857042213e-05
o	0.102718149259	0.205992447614	0.459304789233	0.21343558002	0.0185037096487	4.04147553119e-05	4.93934362043e-06
r	0.068392013753	0.296646722538	0.485182039744	0.125163136673	0.0244257340829	0.000185581289271	4.70360158681e-06
à	0.050317274251	0.286856650846	0.421641376581	0.212395068891	0.0285469055943	0.00023699192409	5.64247896227e-06
s	0.0450414447503	0.253601030282	0.40977517886	0.272253782964	0.0191714884314	0.00013190619903	2.51265170874e-05
o	0.0491163752501	0.197519706761	0.334354282953	0.386469254321	0.0323732641438	0.000112047311343	5.50132956958e-05
t	0.0613433930834	0.105123465587	0.248854434318	0.51796097144	0.0617199970479	0.00462854366878	0.000369171748565
o	0.0742236810278	0.074709048529	0.217140021439	0.478974443813	0.147479635683	0.00678903712293	0.000684154249522
t	0.0694497170093	0.055796416843	0.141808879146	0.542900231271	0.168693080228	0.00634622460764	0.0150054658498
s	0.0427622691698	0.0238311230947	0.105526179382	0.699089873757	0.103447477076	0.00572655593588	0.0196165356833
o	0.0250415388899	0.0198183611786	0.0691095774607	0.604330574586	0.248315007692	0.0186797283786	0.0147052276278
m	0.02404753363	0.0220852350595	0.0463277964869	0.357916604862	0.328771489231	0.0998723807929	0.120978969209
ì	0.0299027605433	0.0278892240198	0.0429648761623	0.240977488287	0.367784793077	0.126316015931	0.164164849736
p	0.0346815395144	0.0291592936733	0.0414698260541	0.156153166096	0.383772564359	0.161205460977	0.193558143245
à	0.0270861148381	0.0198982582244	0.0305749193514	0.0919294353653	0.223185861453	0.292871856992	0.314453547748
s	0.0231952416127	0.0171985074081	0.0247382427838	0.0556008567884	0.169559407151	0.386309032331	0.323398702583
s	0.0392341072042	0.00909639908603	0.0202124935946	0.0643943672628	0.354328572384	0.312845680777	0.199888368994
i	0.0481702607347	0.011724384312	0.0222073608649	0.0652699384209	0.380719690795	0.214876963592	0.257031421131
n	0.0341648439116	0.0191610284373	0.0256437492883	0.0439090171403	0.177422554932	0.288524341197	0.411174490377
i	0.0325544513039	0.0260293344791	0.0297672800961	0.0391351783801	0.107010532977	0.344824973732	0.420678273459
m	0.0455422464346	0.0237104461597	0.045534338032	0.05337585046	0.0865125763257	0.416850664577	0.32847388782
è	0.0445274221449	0.0181793527199	0.0454622316773	0.0528894044867	0.0754002607752	0.433452048192	0.33008926594
r	0.0312628003816	0.01891999424	0.0315854642258	0.0362971914956	0.0598997269251	0.376876426064	0.44515839198
a	0.0341808394605	0.0233277917467	0.0343258940753	0.0376276368319	0.057753488975	0.311662212021	0.50112215066
</S>	0.0405864722302	0.0303476778733	0.0407667290376	0.0429032794159	0.0561591444875	0.24164373601	0.54759297533
