 	non	aveva	dove	aveva	per	stare	</S>
e	0.99326975	0.00569600755	0.000956867275	4.500581315e-05	8.04499608e-06	2.2164882132e-05	2.08382457e-06
n	0.871604016667	0.126719507517	0.00161028265833	5.51074698167e-05	2.89120067333e-06	7.41152799389e-06	7.43382990563e-07
ì	0.578192025556	0.411614605839	0.00996488301944	0.000223905049939	1.70172338444e-06	2.51920779319e-06	3.29416510751e-07
c	0.286827274185	0.472893071946	0.23176191934	0.00847856468331	3.79321183615e-05	9.01313207063e-07	3.1571425025e-07
h	0.133928770395	0.347610280649	0.505492546447	0.0128503545611	0.00011664041612	1.09711841169e-06	2.95983253417e-07
e	0.0862531701317	0.34335913355	0.494978045482	0.0743735795204	0.00102999672204	1.68275477056e-06	4.32607160114e-06
p	0.0662139383772	0.29435094785	0.531499675161	0.103527240507	0.00437044317401	2.11227398902e-05	1.6577859867e-05
u	0.0555682277924	0.183350639283	0.49639524172	0.239679127502	0.024901831058	3.35176979634e-05	7.13863099557e-05
ì	0.0468313492641	0.111575210761	0.281863570573	0.460682005834	0.0969553923527	0.000144834461654	0.00194758787332
c	0.0702911064214	0.10441248792	0.178735160191	0.516730551945	0.127097020784	0.000192639988551	0.00254099079111
h	0.0818477371405	0.112621239307	0.333445340064	0.386922507315	0.0710590075947	0.0131350369175	0.000969124103703
e	0.0504841353802	0.0775291604357	0.358803508688	0.239644919105	0.163570303198	0.0851690076392	0.0247989806079
n	0.0427190331267	0.0538373974786	0.147866741563	0.267066719702	0.335084981066	0.106949847213	0.0464753128693
a	0.0407387930422	0.0455572838262	0.0753904261877	0.238434699901	0.369057457022	0.176485800404	0.0543355319564
s	0.0392133130141	0.0385205326087	0.0595389577292	0.1562560533	0.316046265674	0.294406193468	0.0960186556521
t	0.034229919338	0.0292790509696	0.0441815620764	0.0941265249667	0.184112122158	0.510102031156	0.103968785217
a	0.021272161446	0.0175271864232	0.0221438341921	0.0568894755222	0.136882427653	0.579817950385	0.165466951739
t	0.0298006238153	0.0325290548077	0.0330449153974	0.0967954251741	0.263221269218	0.333399923462	0.211208757246
ì	0.0369487466051	0.0415863696026	0.0398367031325	0.0967431893914	0.248819757406	0.225516897821	0.310548315749
</S>	0.0331520413025	0.0355198468013	0.0347586835662	0.0657095261957	0.152615830203	0.229216283911	0.449027782875
