 	mi	si	gonfiò	il	dito	</S>
m	0.84331	0.1207631602	0.035869753	4.8541909e-05	7.77750875e-06	8.149745e-07
u	0.545311828667	0.4133875334	0.0412710596667	2.65216062e-05	2.77125834667e-06	2.89492421267e-07
b	0.246787306222	0.5868869578	0.162186001889	0.00170868585927	0.00242683730605	4.13794266169e-06
r	0.222907470074	0.463171405933	0.306434723963	0.00405691858642	0.00342377716868	5.63343012056e-06
i	0.208309803358	0.427799921978	0.335705231321	0.0267617509955	0.00141966442289	3.59492810685e-06
s	0.116947802119	0.418338983993	0.361782543774	0.0532617939985	0.0192696562743	0.0303991831522
t	0.0922591550397	0.446421837998	0.329380707925	0.0529559553328	0.0383448504248	0.0406374465241
ì	0.0900438450132	0.379254809333	0.231014655975	0.232195350778	0.0511055101416	0.0163857759814
o	0.0646924843377	0.177496305778	0.130768728658	0.406928106926	0.190421023381	0.0296933116605
d	0.0410402247792	0.083132698926	0.0683860642193	0.281934294309	0.39394063446	0.131566083887
à	0.0305252775931	0.0468968879753	0.0424339460731	0.16855401677	0.440955328153	0.270634554629
t	0.024994212531	0.0322918766584	0.031382691691	0.18109811559	0.380130802718	0.350102314876
t	0.10034797551	0.0619189088861	0.0423969902303	0.16002179853	0.381368797573	0.253945553292
i	0.125483257503	0.071013562962	0.0448773467434	0.103953974177	0.395021135858	0.259650726097
l	0.0580483638343	0.0405025213207	0.0318458455811	0.0622431817257	0.417767161953	0.389592915366
o	0.0376878412781	0.0323749694402	0.0295370971937	0.0453870172419	0.395715010651	0.459298065122
</S>	0.034464032139	0.0319479677201	0.0305439215968	0.045444270121	0.331807140326	0.525792682561
