 	il	dito	si	gonfiò	</S>
o	0.723808865	0.276088365	8.38032e-05	1.6866149e-05	2.10684695e-06
d	0.546906245	0.436928921667	0.0142076995267	0.00194302801367	1.41108825833e-05
à	0.439915818333	0.532800520556	0.0246225505089	0.00264337204789	1.77412803611e-05
t	0.376241579444	0.601563653519	0.0200765268363	0.0021076805593	1.0569790287e-05
t	0.549567043148	0.43563101784	0.0129236177854	0.00187062226153	7.665803927e-06
i	0.555144641049	0.31310975928	0.128749086768	0.00290506222894	9.13926021403e-05
l	0.291463127016	0.419468773093	0.242831662256	0.0424957738763	0.00374063040738
o	0.176181632339	0.360711967698	0.379333047419	0.0648507059588	0.0189226351358
è	0.10645454678	0.192732239233	0.473461882473	0.17339123132	0.0539600893786
p	0.06362385026	0.105601455078	0.345808980824	0.41305291044	0.0719127874595
r	0.0989706620867	0.153146100359	0.296240013608	0.40544520348	0.0461980262198
i	0.105732697362	0.16097849012	0.237216484536	0.24862665116	0.247445684807
m	0.067989472454	0.08924347004	0.143172044845	0.358171457053	0.341423561602
m	0.160893077485	0.11032173668	0.195238834948	0.386396375684	0.147149996867
è	0.179105761495	0.102928449893	0.184388986649	0.243784451895	0.289792375289
n	0.0883968574983	0.064726882631	0.12413735055	0.311666237298	0.41107268843
o	0.0591421038328	0.052843165877	0.10316713085	0.322940842433	0.461906739477
</S>	0.0456874069164	0.0428953229385	0.072162441425	0.238398441217	0.600856339739
