 	l	ho	sentito	che	veniva	</S>
o	0.916856275	0.0755953364	0.00752124482	2.03636105e-05	6.339241035e-06	3.4753772e-07
n	0.694769141667	0.295024315467	0.00942390094	0.0007800537615	2.32719586833e-06	1.90533853333e-07
ì	0.400796480556	0.452235681822	0.140608311647	0.00635759268717	1.02098360944e-06	9.17748717778e-07
k	0.225287718852	0.360691670607	0.395234683882	0.0186919985624	3.37678910231e-05	6.01968954726e-05
u	0.160519631617	0.262410690202	0.532912274627	0.0439381061875	5.49137186744e-05	0.000164405955158
s	0.138815523872	0.215945463401	0.567253741542	0.0775798353958	0.000206024267891	0.000199439001719
a	0.101521397957	0.161594854467	0.441114257181	0.294200988465	0.00097321322263	0.000595291960573
k	0.120777875986	0.140253644822	0.30454787906	0.367087226155	0.0606658718742	0.00666748895352
a	0.126579875329	0.129512551607	0.240510616353	0.317820972052	0.164605623958	0.0209703543178
è	0.0785109067763	0.0829039045357	0.136003842118	0.397685757351	0.269189877986	0.0357057111059
r	0.0549366029254	0.0586474988452	0.087321365706	0.331792359117	0.367937985995	0.0993641920353
k	0.0656747166418	0.0388814029484	0.068268387902	0.182465845372	0.537768505332	0.106941173145
a	0.0632853878806	0.0257885029828	0.0524768099673	0.0847487017907	0.569249548444	0.204451096848
t	0.0409788439602	0.0277264429943	0.0374283443224	0.0745117282636	0.504731596148	0.314623075616
o	0.0360171769867	0.0307754176648	0.0345058637741	0.0680207207545	0.449074575383	0.381606251872
</S>	0.0340405134933	0.0315102288324	0.0337687233871	0.0561687873772	0.358601052691	0.485910700936
